product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Additive_2 Rt(min),UV210_Additive_2 AreaAbs,UV210_Additive_4 Rt(min),UV210_Additive_4 AreaAbs,UV210_Additive_6 Rt(min),UV210_Additive_6 AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs
43906.11574,56403.37659,19312.75444,2.843725517,48.48749388,21.90393534,2016-Dec14-1536-CN-Plate2-34.Raw,2016-dec14-1536-cn-plate2-34.raw,3:B,0.466,25989.86151,0,0,0,0,0.899,56403.37659,0,0,0,0,0,0,0.754,43906.11574,0.628,16404.86936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,19312.75444
49985.86018,0,18189.41700,2.843725517,58.61075678,0,2016-Dec14-1536-CN-Plate2-50.Raw,2016-dec14-1536-cn-plate2-50.raw,4:B,0.466,23204.98268,0,0,0,0,0,0,0,0,0,0,0,0,0.755,49985.86018,0,0,0.704,8389.94283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,18189.41700
5776.34399,29977.25766,22590.60814,2.174082389,4.169292721,9.952340863,2016-Dec14-1536-CN-Plate2-66.Raw,2016-dec14-1536-cn-plate2-66.raw,5:B,0.467,43902.16617,0,0,0,0,0.898,29977.25766,0,0,0,0,0,0,0,0,0,0,0,0,0.597,12409.75825,0.722,5776.34399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,22590.60814
15375.87508,45998.58823,22024.55665,2.174082389,11.38334579,15.66385273,2016-Dec14-1536-CN-Plate2-82.Raw,2016-dec14-1536-cn-plate2-82.raw,6:B,0.468,40314.63392,0,0,0,0,0.900,45998.58823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723,15375.87508,0.645,16557.52381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.772,22024.55665
29315.50639,48438.24087,19575.88160,2.174082389,24.41818234,18.55787719,2016-Dec14-1536-CN-Plate2-98.Raw,2016-dec14-1536-cn-plate2-98.raw,7:B,0.466,34891.99234,0,0,0,0,0.897,48438.24087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720,29315.50639,0,0,0.705,18036.33504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19575.88160
,1019.14372,18989.30396,,0,0.402520172,2016-Dec14-1536-CN-Plate2-114.Raw,2016-dec14-1536-cn-plate2-114.raw,8:B,0.467,42307.54581,0,0,0,0,0.898,1019.14372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,18989.30396
38348.33685,0,20029.86022,1.042356705,14.96739578,0,2016-Dec14-1536-CN-Plate2-130.Raw,2016-dec14-1536-cn-plate2-130.raw,9:B,0.467,37790.56656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,38348.33685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,20029.86022
78185.36399,10726.38412,20181.68947,1.042356705,30.28625472,3.986181684,2016-Dec14-1536-CN-Plate2-146.Raw,2016-dec14-1536-cn-plate2-146.raw,10:B,0.468,21424.80812,0,0,0,0,0.897,10726.38412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,78185.36399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,20181.68947
106775.2208,27422.38881,21090.94463,1.042356705,39.57783871,9.751479592,2016-Dec14-1536-CN-Plate2-162.Raw,2016-dec14-1536-cn-plate2-162.raw,11:B,0.467,12413.81038,0,0,0,0,0.897,27422.38881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,106775.2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,21090.94463
918.75111,0,19235.73913,0.948682226,0.339837285,0,2016-Dec14-1536-CN-Plate2-178.Raw,2016-dec14-1536-cn-plate2-178.raw,12:B,0.467,45270.86874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072,20608.53448,1.221,918.75111,0,0,0,0,0,0,0,0,1.769,19235.73913
9038.31848,0,20591.55418,0.948682226,3.12306153,0,2016-Dec14-1536-CN-Plate2-194.Raw,2016-dec14-1536-cn-plate2-194.raw,13:B,0.469,43875.59387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,9038.31848,1.112,28677.38927,0,0,0,0,0,0,1.771,20591.55418
14643.75347,0,20270.38690,0.948682226,5.140109821,0,2016-Dec14-1536-CN-Plate2-210.Raw,2016-dec14-1536-cn-plate2-210.raw,14:B,0.468,42564.80224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,14643.75347,0,0,1.171,35959.15222,0,0,0,0,1.769,20270.38690
7527.61125,0,19262.21715,1.337543187,3.920306162,0,2016-Dec14-1536-CN-Plate2-226.Raw,2016-dec14-1536-cn-plate2-226.raw,15:B,0.468,42761.25054,0,0,1.418,7527.61125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,17456.14845,0,0,1.770,19262.21715
28289.58521,0,18430.81738,1.337543187,15.39753007,0,2016-Dec14-1536-CN-Plate2-242.Raw,2016-dec14-1536-cn-plate2-242.raw,16:B,0.468,36504.97811,0,0,1.418,28289.58521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.339,22875.51860,1.770,18430.81738
41287.56956,0,18448.43346,1.337543187,22.45064906,0,2016-Dec14-1536-CN-Plate2-258.Raw,2016-dec14-1536-cn-plate2-258.raw,17:B,0.467,38050.79542,1.391,24832.00864,1.418,41287.56956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,18448.43346
19770.80202,0,17802.38984,2.843725517,23.68617418,0,2016-Dec14-1536-CN-Plate2-274.Raw,2016-dec14-1536-cn-plate2-274.raw,18:B,0.469,34463.78718,0,0,0,0,0,0,0,0,0,0,0.577,14477.57036,0.755,19770.80202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,17802.38984
37236.23032,8806.51901,18601.11869,2.843725517,42.69485888,3.550802169,2016-Dec14-1536-CN-Plate2-290.Raw,2016-dec14-1536-cn-plate2-290.raw,19:B,0.468,25819.79579,0,0,0,0,0.897,8806.51901,0,0,0,0,0,0,0.754,37236.23032,0.627,18343.77691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,18601.11869
45649.62625,0,17755.76290,2.843725517,54.83360857,0,2016-Dec14-1536-CN-Plate2-306.Raw,2016-dec14-1536-cn-plate2-306.raw,20:B,0.467,20535.52482,0,0,0,0,0,0,0,0,0,0,0,0,0.754,45649.62625,0,0,0.702,6143.09530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.768,17755.76290
7040.15079,0,18073.40698,2.174082389,6.351542297,0,2016-Dec14-1536-CN-Plate2-322.Raw,2016-dec14-1536-cn-plate2-322.raw,21:B,0.469,37762.08085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,10788.07145,0.722,7040.15079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18073.40698
14635.65170,0,16847.72507,2.174082389,14.16472216,0,2016-Dec14-1536-CN-Plate2-338.Raw,2016-dec14-1536-cn-plate2-338.raw,22:B,0.468,34791.41021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,14635.65170,0.643,14868.78813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,16847.72507
20113.74000,2393.38829,18872.20752,2.174082389,17.378304,0.951155934,2016-Dec14-1536-CN-Plate2-354.Raw,2016-dec14-1536-cn-plate2-354.raw,23:B,0.468,32281.18633,0,0,0,0,0.897,2393.38829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721,20113.74000,0,0,0.705,13487.08728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,18872.20752
,0,15951.45727,,0,0,2016-Dec14-1536-CN-Plate2-370.Raw,2016-dec14-1536-cn-plate2-370.raw,24:B,0.469,38235.00622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,15951.45727
66315.99600,29809.80900,20907.85188,1.337543187,31.81837229,10.69328254,2016-Dec14-1536-CN-Plate2-3.Raw,2016-dec14-1536-cn-plate2-3.raw,1:C,0.466,30112.40803,1.392,21505.47667,1.418,66315.99600,0,0,0.742,29809.80900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,20907.85188
30210.46415,30210.46415,21177.24579,2.843725517,30.4254394,10.69914773,2016-Dec14-1536-CN-Plate2-19.Raw,2016-dec14-1536-cn-plate2-19.raw,2:C,0.467,32433.77405,0,0,0,0,0,0,0.744,30210.46415,0,0,0.577,12555.79346,0.744,30210.46415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,21177.24579
49772.96250,30087.93661,19791.91536,2.843725517,53.63578043,11.40160113,2016-Dec14-1536-CN-Plate2-35.Raw,2016-dec14-1536-cn-plate2-35.raw,3:C,0.466,23858.52147,0,0,0,0,0,0,0.744,30087.93661,0,0,0,0,0.754,49772.96250,0.628,15783.98041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,19791.91536
53637.37089,0,19233.98342,2.843725517,59.4767437,0,2016-Dec14-1536-CN-Plate2-51.Raw,2016-dec14-1536-cn-plate2-51.raw,4:C,0.466,20014.36665,0,0,0,0,0,0,0,0,0,0,0,0,0.754,53637.37089,0,0,0.704,9914.91713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,19233.98342
2356.51111,26035.70720,19072.27342,2.174082389,2.014671714,10.23830771,2016-Dec14-1536-CN-Plate2-67.Raw,2016-dec14-1536-cn-plate2-67.raw,5:C,0.468,44293.22581,0,0,0,0,0,0,0.743,26035.70720,0,0,0,0,0,0,0,0,0,0,0.598,14637.57184,0.724,2356.51111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.772,19072.27342
32469.56693,31171.21492,19968.53820,2.174082389,26.51352578,11.70762274,2016-Dec14-1536-CN-Plate2-83.Raw,2016-dec14-1536-cn-plate2-83.raw,6:C,0.468,34206.23565,0,0,0,0,0,0,0.744,31171.21492,0,0,0,0,0,0,0,0,0,0,0,0,0.722,32469.56693,0.645,14718.69354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.772,19968.53820
42184.67743,30711.23801,18665.94705,2.174082389,36.85037948,12.33981241,2016-Dec14-1536-CN-Plate2-99.Raw,2016-dec14-1536-cn-plate2-99.raw,7:C,0.468,29487.45615,0,0,0,0,0,0,0.744,30711.23801,0,0,0,0,0,0,0,0,0,0,0,0,0.722,42184.67743,0,0,0.708,16804.78408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.772,18665.94705
,23202.50136,17858.32941,,0,9.744403088,2016-Dec14-1536-CN-Plate2-115.Raw,2016-dec14-1536-cn-plate2-115.raw,8:C,0.469,45115.36279,0,0,0,0,0,0,0.743,23202.50136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.772,17858.32941
11557.85040,24169.86623,18745.32801,1.042356705,4.820162197,9.670356084,2016-Dec14-1536-CN-Plate2-131.Raw,2016-dec14-1536-cn-plate2-131.raw,9:C,0.468,44020.77519,0,0,0,0,0,0,0.742,24169.86623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,11557.85040,1.237,1016.89668,0,0,0,0,0,0,0,0,0,0,0,0,1.771,18745.32801
82611.12544,26319.31798,18554.89442,1.042356705,34.80628557,10.63842674,2016-Dec14-1536-CN-Plate2-147.Raw,2016-dec14-1536-cn-plate2-147.raw,10:C,0.467,20967.45294,0,0,0,0,0,0,0.742,26319.31798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.394,82611.12544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,18554.89442
116306.095,27272.56707,19498.06094,1.042356705,46.63249784,10.49049204,2016-Dec14-1536-CN-Plate2-163.Raw,2016-dec14-1536-cn-plate2-163.raw,11:C,0.467,6358.89370,0,0,0,0,0,0,0.741,27272.56707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.393,116306.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19498.06094
0,24497.28650,19462.06710,0.948682226,0,9.440397459,2016-Dec14-1536-CN-Plate2-179.Raw,2016-dec14-1536-cn-plate2-179.raw,12:C,0.468,47246.14018,0,0,0,0,0,0,0.741,24497.28650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073,25386.13814,0,0,0,0,0,0,0,0,0,0,1.770,19462.06710
33397.57583,28703.52623,20237.08966,0.948682226,11.74218494,10.6377177,2016-Dec14-1536-CN-Plate2-195.Raw,2016-dec14-1536-cn-plate2-195.raw,13:C,0.468,38198.97071,0,0,0,0,0,0,0.742,28703.52623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,33397.57583,1.112,30549.33897,0,0,0,0,0,0,1.771,20237.08966
66945.37335,29726.76356,17872.05582,0.948682226,26.65189435,12.47482265,2016-Dec14-1536-CN-Plate2-211.Raw,2016-dec14-1536-cn-plate2-211.raw,14:C,0.468,26497.93770,0,0,0,0,0,0,0.741,29726.76356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,66945.37335,0,0,1.171,28961.50293,0,0,0,0,1.770,17872.05582
