product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_CF3product Rt(min),UV210_CF3product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_Add_6 Rt(min),UV210_Add_6 AreaAbs,UV210_Additive2 Rt(min),UV210_Additive2 AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_Add_4 Rt(min),UV210_Add_4 AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_2-pyr-Cl Rt(min),UV210_2-pyr-Cl AreaAbs,UV210_2-py_product Rt(min),UV210_2-py_product AreaAbs,UV210_2-pyr-Br Rt(min),UV210_2-pyr-Br AreaAbs,UV210_2-pyr-I Rt(min),UV210_2-pyr-I AreaAbs,UV210_3-py_product Rt(min),UV210_3-py_product AreaAbs,UV210_3-pyr-Cl Rt(min),UV210_3-pyr-Cl AreaAbs,UV210_3-pyr-Br Rt(min),UV210_3-pyr-Br AreaAbs,UV210_3-pyr-I Rt(min),UV210_3-pyr-I AreaAbs
22532.72914,,22364.53931,2.843725517,21.4883356,0,2016-Dec14-1536-CN-Plate1-161.Raw,2016-dec14-1536-cn-plate1-161.raw,11:A,0.466,31960.5347,0,0,1.77,22364.53931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,22532.72914,0.627,22048.15795,0,0,0,0,0,0,0,0,0,0
21981.46375,,21981.64686,2.843725517,21.32776371,0,2016-Dec14-1536-CN-Plate1-177.Raw,2016-dec14-1536-cn-plate1-177.raw,12:A,0.466,33031.09568,0,0,1.77,21981.64686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,21981.46375,0,0,0.703,17359.43824,0,0,0,0,0,0,0,0
62039.52899,,20619.59352,2.174082389,49.05978648,0,2016-Dec14-1536-CN-Plate1-193.Raw,2016-dec14-1536-cn-plate1-193.raw,13:A,0.465,10626.0798,0,0,1.77,20619.59352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.718,62039.52899,0,0,0,0,0,0
18263.73282,,21885.7842,2.174082389,13.60707235,0,2016-Dec14-1536-CN-Plate1-209.Raw,2016-dec14-1536-cn-plate1-209.raw,14:A,0.466,25550.90081,0,0,1.77,21885.7842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,18263.73282,0,0,0.643,15796.51873,0,0
104429.1008,,22482.15441,2.174082389,75.73922794,0,2016-Dec14-1536-CN-Plate1-225.Raw,2016-dec14-1536-cn-plate1-225.raw,15:A,0.465,3895.09379,0,0,1.77,22482.15441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,104429.1008,0,0,0,0,0,0
0,,22098.17,,0,0,2016-Dec14-1536-CN-Plate1-241.Raw,2016-dec14-1536-cn-plate1-241.raw,16:A,0.466,36170.95931,0,0,1.77,22098.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58724.92392,,22208.72075,1.042356705,20.67171682,0,2016-Dec14-1536-CN-Plate1-257.Raw,2016-dec14-1536-cn-plate1-257.raw,17:A,0.465,24496.66871,1.393,58724.92392,1.771,22208.72075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95786.32676,,20202.96348,1.042356705,37.06517611,0,2016-Dec14-1536-CN-Plate1-273.Raw,2016-dec14-1536-cn-plate1-273.raw,18:A,0.465,9720.41069,1.393,95786.32676,1.77,20202.96348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107125.1787,,20879.89228,1.042356705,40.10891679,0,2016-Dec14-1536-CN-Plate1-289.Raw,2016-dec14-1536-cn-plate1-289.raw,19:A,0.465,5666.24276,1.393,107125.1787,1.77,20879.89228,0,0,0,0,0,0,0,0,0,0,1.312,3453.93374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4553.20361,,20610.16379,0.948682226,1.571873729,0,2016-Dec14-1536-CN-Plate1-305.Raw,2016-dec14-1536-cn-plate1-305.raw,20:A,0.466,40015.48293,0,0,1.77,20610.16379,0,0,0,0,0,0,0,0,0,0,0,0,1.073,23958.39018,1.221,4553.20361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40664.37198,,21306.3719,0.948682226,13.57958799,0,2016-Dec14-1536-CN-Plate1-321.Raw,2016-dec14-1536-cn-plate1-321.raw,21:A,0.466,29573.92094,0,0,1.77,21306.3719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,40664.37198,1.111,25134.02443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58016.51232,,21077.52403,0.948682226,19.5845705,0,2016-Dec14-1536-CN-Plate1-337.Raw,2016-dec14-1536-cn-plate1-337.raw,22:A,0.466,33314.16069,0,0,1.77,21077.52403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,58016.51232,0,0,1.171,32835.46512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12812.80428,,22042.59546,1.337543187,5.831100664,0,2016-Dec14-1536-CN-Plate1-353.Raw,2016-dec14-1536-cn-plate1-353.raw,23:A,0.467,39641.43269,0,0,1.77,22042.59546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,16497.18746,1.418,12812.80428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71808.27911,,20755.98997,1.337543187,34.70564689,0,2016-Dec14-1536-CN-Plate1-369.Raw,2016-dec14-1536-cn-plate1-369.raw,24:A,0.466,22141.47061,0,0,1.77,20755.98997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418,71808.27911,1.339,18592.5825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19783.8488,0,14511.76925,1.042356705,10.65781182,0,2016-Dec14-1536-CN-Plate1-2.Raw,2016-dec14-1536-cn-plate1-2.raw,1:B,0.463,16903.98922,1.396,19783.8488,1.775,1298.87771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32049.97773,5619.60132,16989.29238,1.042356705,14.7478961,2.480798432,2016-Dec14-1536-CN-Plate1-18.Raw,2016-dec14-1536-cn-plate1-18.raw,2:B,0.464,29197.12112,1.394,32049.97773,1.771,16989.29238,0,0,0,0,0.898,5619.60132,1.266,3104.61771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50028.83197,9493.47435,21397.00628,1.042356705,18.27868619,3.327617737,2016-Dec14-1536-CN-Plate1-34.Raw,2016-dec14-1536-cn-plate1-34.raw,3:B,0.464,30559.89447,1.393,50028.83197,1.77,21397.00628,0,0,0,0,0.897,9493.47435,0,0,0,0,1.311,16055.60754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7098.25849,0,20405.56032,0.948682226,2.475057616,0,2016-Dec14-1536-CN-Plate1-50.Raw,2016-dec14-1536-cn-plate1-50.raw,4:B,0.465,41959.099,0,0,1.771,20405.56032,0,0,0,0,0,0,0,0,0,0,0,0,1.073,23762.97148,1.221,7098.25849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16900.75185,0,19651.85038,0.948682226,6.119058475,0,2016-Dec14-1536-CN-Plate1-66.Raw,2016-dec14-1536-cn-plate1-66.raw,5:B,0.465,42998.08482,0,0,1.77,19651.85038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,16900.75185,1.111,27454.70394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14704.9891,0,19198.01253,0.948682226,5.449924218,0,2016-Dec14-1536-CN-Plate1-82.Raw,2016-dec14-1536-cn-plate1-82.raw,6:B,0.465,40049.79088,0,0,1.77,19198.01253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,14704.9891,0,0,1.171,31430.3647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14229.67602,0,18295.89551,1.337543187,7.802080337,0,2016-Dec14-1536-CN-Plate1-98.Raw,2016-dec14-1536-cn-plate1-98.raw,7:B,0.465,36079.86203,0,0,1.77,18295.89551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,14521.24904,1.419,14229.67602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26219.03758,3975.40848,18477.93427,1.337543187,14.23417841,1.613576667,2016-Dec14-1536-CN-Plate1-114.Raw,2016-dec14-1536-cn-plate1-114.raw,8:B,0.466,32645.46359,0,0,1.771,18477.93427,0,0,0,0,0.899,3975.40848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,26219.03758,1.341,21575.74066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31428.21291,5075.80862,20453.91332,1.337543187,15.41389344,1.861187346,2016-Dec14-1536-CN-Plate1-130.Raw,2016-dec14-1536-cn-plate1-130.raw,9:B,0.465,37065.20658,0,0,1.77,20453.91332,0,0,0,0,0.897,5075.80862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418,31428.21291,0,0,1.391,22764.11775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11896.11207,3415.13401,26804.11308,2.843725517,9.46569581,0.955581145,2016-Dec14-1536-CN-Plate1-146.Raw,2016-dec14-1536-cn-plate1-146.raw,10:B,0.465,40034.66421,0,0,1.77,26804.11308,0,0,0,0,0.898,3415.13401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575,16536.33185,0.75,11896.11207,0,0,0,0,0,0,0,0,0,0,0,0
15236.92892,6225.85993,21325.38118,2.843725517,15.23875818,2.189595069,2016-Dec14-1536-CN-Plate1-162.Raw,2016-dec14-1536-cn-plate1-162.raw,11:B,0.466,41494.78319,0,0,1.77,21325.38118,0,0,0,0,0.898,6225.85993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,15236.92892,0.628,26005.72122,0,0,0,0,0,0,0,0,0,0
19158.2187,8559.74228,20853.28882,2.843725517,19.59428889,3.078558383,2016-Dec14-1536-CN-Plate1-178.Raw,2016-dec14-1536-cn-plate1-178.raw,12:B,0.466,43036.79433,0,0,1.77,20853.28882,0,0,0,0,0.898,8559.74228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,19158.2187,0,0,0.703,20540.94072,0,0,0,0,0,0,0,0
11895.96288,1156.62489,24906.6905,2.174082389,7.787908452,0.348287408,2016-Dec14-1536-CN-Plate1-194.Raw,2016-dec14-1536-cn-plate1-194.raw,13:B,0.466,41972.77068,0,0,1.77,24906.6905,0,0,0,0,0.898,1156.62489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,11895.96288,0.596,10239.10372,0,0,0,0
15105.14493,3424.94805,25450.41396,2.174082389,9.677591971,1.009300297,2016-Dec14-1536-CN-Plate1-210.Raw,2016-dec14-1536-cn-plate1-210.raw,14:B,0.467,43909.64158,0,0,1.77,25450.41396,0,0,0,0,0.898,3424.94805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,15105.14493,0,0,0.644,21904.49347,0,0
20437.03938,4092.19492,25292.83157,2.174082389,13.17521743,1.213445075,2016-Dec14-1536-CN-Plate1-226.Raw,2016-dec14-1536-cn-plate1-226.raw,15:B,0.466,39696.38095,0,0,1.77,25292.83157,0,0,0,0,0.897,4092.19492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719,20437.03938,0,0,0,0,0.705,27510.32927
0,0,23259.47605,,0,0,2016-Dec14-1536-CN-Plate1-242.Raw,2016-dec14-1536-cn-plate1-242.raw,16:B,0.467,46640.7446,0,0,1.771,23259.47605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43359.57595,31989.22293,24180.02388,1.042356705,14.01864146,9.92220575,2016-Dec14-1536-CN-Plate1-258.Raw,2016-dec14-1536-cn-plate1-258.raw,17:B,0.465,34740.88184,1.393,43359.57595,1.77,24180.02388,0,0,0,0,0.898,31989.22293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93629.31103,63649.91659,23927.21026,1.042356705,30.5912617,19.95110877,2016-Dec14-1536-CN-Plate1-274.Raw,2016-dec14-1536-cn-plate1-274.raw,18:B,0.465,19202.58485,1.393,93629.31103,1.77,23927.21026,0,0,0,0,0.898,63649.91659,1.266,1759.13853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107458.689,62932.30592,22017.06,1.042356705,38.15573638,21.43757134,2016-Dec14-1536-CN-Plate1-290.Raw,2016-dec14-1536-cn-plate1-290.raw,19:B,0.465,9422.2614,1.393,107458.689,1.77,22017.06,0,0,0,0,0.898,62932.30592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395.76341,3986.6846,21756.00866,0.948682226,0.456472494,1.374339152,2016-Dec14-1536-CN-Plate1-306.Raw,2016-dec14-1536-cn-plate1-306.raw,20:B,0.467,44760.05225,0,0,1.77,21756.00866,0,0,0,0,0.898,3986.6846,0,0,0,0,0,0,1.073,23865.87843,1.221,1395.76341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11924.95585,38448.3999,21939.22652,0.948682226,3.867385769,13.14371767,2016-Dec14-1536-CN-Plate1-322.Raw,2016-dec14-1536-cn-plate1-322.raw,21:B,0.467,40123.95541,0,0,1.77,21939.22652,0,0,0,0,0.898,38448.3999,0,0,0,0,0,0,0,0,1.221,11924.95585,1.111,28444.69529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23426.54808,47694.7621,23728.33992,0.948682226,7.024622197,15.0752525,2016-Dec14-1536-CN-Plate1-338.Raw,2016-dec14-1536-cn-plate1-338.raw,22:B,0.467,47724.85788,0,0,1.77,23728.33992,0,0,0,0,0.898,47694.7621,0,0,0,0,0,0,0,0,1.221,23426.54808,0,0,1.171,37425.55999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6643.46681,6103.58851,23415.52253,1.337543187,2.84616447,1.95498152,2016-Dec14-1536-CN-Plate1-354.Raw,2016-dec14-1536-cn-plate1-354.raw,23:B,0.467,44247.59875,0,0,1.77,23415.52253,0,0,0,0,0.898,6103.58851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,18216.43195,1.419,6643.46681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41750.22165,43174.69856,22196.20758,1.337543187,18.8690087,14.58853897,2016-Dec14-1536-CN-Plate1-370.Raw,2016-dec14-1536-cn-plate1-370.raw,24:B,0.467,36664.85694,0,0,1.771,22196.20758,0,0,0,0,0.899,43174.69856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.419,41750.22165,1.34,24036.69573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6575.30156,0,14252.33662,1.042356705,3.606676847,0,2016-Dec14-1536-CN-Plate1-3.Raw,2016-dec14-1536-cn-plate1-3.raw,1:C,0.463,22828.4314,1.396,6575.30156,1.773,14252.33662,1.238,1426.26869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64537.93547,9224.72889,14383.00659,1.042356705,35.07866175,4.810222831,2016-Dec14-1536-CN-Plate1-19.Raw,2016-dec14-1536-cn-plate1-19.raw,2:C,0.463,14178.31159,1.393,64537.93547,1.771,14383.00659,0,0,0,0,0,0,1.266,1445.52741,0.741,9224.72889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105283.4036,23085.73458,19000.61613,1.042356705,43.31814591,9.112494467,2016-Dec14-1536-CN-Plate1-35.Raw,2016-dec14-1536-cn-plate1-35.raw,3:C,0.462,7285.36108,1.393,105283.4036,1.77,19000.61613,0,0,0,0,0,0,0,0,0.741,23085.73458,1.312,1504.51908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,19724.34778,0.948682226,0,0,2016-Dec14-1536-CN-Plate1-51.Raw,2016-dec14-1536-cn-plate1-51.raw,4:C,0.465,34620.16818,0,0,1.771,19724.34778,0,0,0,0,0,0,0,0,0,0,0,0,1.073,24900.34678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79721.34366,11142.53949,19360.4755,0.948682226,29.29817829,4.316476947,2016-Dec14-1536-CN-Plate1-67.Raw,2016-dec14-1536-cn-plate1-67.raw,5:C,0.465,18540.92149,0,0,1.771,19360.4755,0,0,0,0,0,0,0,0,0.742,11142.53949,0,0,0,0,1.221,79721.34366,1.111,16773.80238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95196.52176,14879.37917,18030.8252,0.948682226,37.56535564,6.189142346,2016-Dec14-1536-CN-Plate1-83.Raw,2016-dec14-1536-cn-plate1-83.raw,6:C,0.464,14225.18521,0,0,1.771,18030.8252,0,0,0,0,0,0,0,0,0.742,14879.37917,0,0,0,0,1.221,95196.52176,0,0,1.171,12101.10148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671.92404,0,17456.1353,1.337543187,0.960810012,0,2016-Dec14-1536-CN-Plate1-99.Raw,2016-dec14-1536-cn-plate1-99.raw,7:C,0.465,27432.85374,0,0,1.77,17456.1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,16365.68057,1.418,1671.92404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106505.3735,16569.38879,18102.71596,1.337543187,59.0196812,6.864738761,2016-Dec14-1536-CN-Plate1-115.Raw,2016-dec14-1536-cn-plate1-115.raw,8:C,0.465,9313.21677,0,0,1.77,18102.71596,0,0,0,0,0,0,0,0,0.742,16569.38879,0,0,0,0,0,0,0,0,0,0,0,0,1.419,106505.3735,1.339,9385.54822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126793.9533,23475.1376,17922.5824,1.337543187,70.96873006,9.823558239,2016-Dec14-1536-CN-Plate1-131.Raw,2016-dec14-1536-cn-plate1-131.raw,9:C,0.464,9385.96837,0,0,1.77,17922.5824,0,0,0,0,0,0,0,0,0.742,23475.1376,0,0,0,0,0,0,0,0,0,0,0,0,1.418,126793.9533,0,0,1.392,3092.42181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35807.28548,35807.28548,21733.23742,2.843725517,35.13952712,12.35686317,2016-Dec14-1536-CN-Plate1-147.Raw,2016-dec14-1536-cn-plate1-147.raw,10:C,0.465,22281.59818,0,0,1.77,21733.23742,0,0,0,0,0,0,0,0,0.75,35807.28548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575,11121.28534,0.75,35807.28548,0,0,0,0,0,0,0,0,0,0,0,0
36598.97819,36598.97819,20730.10487,2.843725517,37.65445791,13.24124206,2016-Dec14-1536-CN-Plate1-163.Raw,2016-dec14-1536-cn-plate1-163.raw,11:C,0.465,20912.25602,0,0,1.77,20730.10487,0,0,0,0,0,0,0,0,0.751,36598.97819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,36598.97819,0.627,16256.4851,0,0,0,0,0,0,0,0,0,0
