product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_Additive_7 Rt(min),UV210_Additive_7 AreaAbs,UV210_Additive_3 Rt(min),UV210_Additive_3 AreaAbs,UV210_Additive_5 Rt(min),UV210_Additive_5 AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_Additive_1 Rt(min),UV210_Additive_1 AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs
38714.59081,0,19173.10882,0.948682226,14.36693621,0,2016-Dec14-1536-CN-Plate3-82.Raw,2016-dec14-1536-cn-plate3-82.raw,6:B,0.467,30350.99903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,38714.59081,0,0,1.171,39679.01709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,19173.10882
18057.10545,0,19937.16861,1.337543187,9.085602443,0,2016-Dec14-1536-CN-Plate3-98.Raw,2016-dec14-1536-cn-plate3-98.raw,7:B,0.467,30965.04050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,15837.42558,1.417,18057.10545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,19937.16861
104284.4528,0,20228.74265,1.337543187,51.71538404,0,2016-Dec14-1536-CN-Plate3-114.Raw,2016-dec14-1536-cn-plate3-114.raw,8:B,0.466,14103.60978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417,104284.4528,1.338,13086.01527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,20228.74265
112426.224,0,21183.79884,1.337543187,53.23936389,0,2016-Dec14-1536-CN-Plate3-130.Raw,2016-dec14-1536-cn-plate3-130.raw,9:B,0.467,13119.07059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.417,112426.224,0,0,1.391,10917.22202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,21183.79884
9722.19437,0,19569.74775,2.843725517,10.59565991,0,2016-Dec14-1536-CN-Plate3-146.Raw,2016-dec14-1536-cn-plate3-146.raw,10:B,0.468,28856.81069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575,15816.97981,0.753,9722.19437,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19569.74775
11246.22090,0,19593.79755,2.843725517,12.24156469,0,2016-Dec14-1536-CN-Plate3-162.Raw,2016-dec14-1536-cn-plate3-162.raw,11:B,0.468,28551.21742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,11246.22090,0.627,24557.77849,0,0,0,0,0,0,0,0,0,0,1.770,19593.79755
11529.41249,0,19329.51884,2.843725517,12.7214048,0,2016-Dec14-1536-CN-Plate3-178.Raw,2016-dec14-1536-cn-plate3-178.raw,12:B,0.468,29875.00658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753,11529.41249,0,0,0.702,27208.81330,0,0,0,0,0,0,0,0,1.770,19329.51884
25682.45098,0,20393.13172,2.174082389,20.53476821,0,2016-Dec14-1536-CN-Plate3-194.Raw,2016-dec14-1536-cn-plate3-194.raw,13:B,0.468,27893.05067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.595,11823.11750,0.785,25682.45098,0,0,0,0,1.769,20393.13172
19151.55725,0,19473.07455,2.174082389,16.03639807,0,2016-Dec14-1536-CN-Plate3-210.Raw,2016-dec14-1536-cn-plate3-210.raw,14:B,0.468,31164.99658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.785,19151.55725,0.643,24838.41501,0,0,1.769,19473.07455
22670.70983,0,19159.31039,2.174082389,19.29401032,0,2016-Dec14-1536-CN-Plate3-226.Raw,2016-dec14-1536-cn-plate3-226.raw,15:B,0.469,29003.70378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.786,22670.70983,0,0,0.705,18658.95776,1.770,19159.31039
,0,17177.53476,,0,0,2016-Dec14-1536-CN-Plate3-242.Raw,2016-dec14-1536-cn-plate3-242.raw,16:B,0.469,33362.16870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,17177.53476
60742.95952,64689.37773,19444.68004,1.042356705,24.42152468,24.95131481,2016-Dec14-1536-CN-Plate3-258.Raw,2016-dec14-1536-cn-plate3-258.raw,17:B,0.467,20605.43358,1.392,60742.95952,0,0,0.880,64689.37773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,19444.68004
78609.09754,62077.57593,17204.09801,1.042356705,35.72058232,27.06226268,2016-Dec14-1536-CN-Plate3-274.Raw,2016-dec14-1536-cn-plate3-274.raw,18:B,0.467,12708.55972,1.392,78609.09754,0,0,0.880,62077.57593,0,0,1.266,1369.69072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17204.09801
86280.32212,60667.70612,19444.72449,1.042356705,34.68866542,23.40006392,2016-Dec14-1536-CN-Plate3-290.Raw,2016-dec14-1536-cn-plate3-290.raw,19:B,0.467,8989.61394,1.392,86280.32212,0,0,0.880,60667.70612,0,0,0,0,0,0,1.311,3765.37704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19444.72449
3113.05816,59626.15561,17039.83938,0.948682226,1.299881507,26.2441539,2016-Dec14-1536-CN-Plate3-306.Raw,2016-dec14-1536-cn-plate3-306.raw,20:B,0.469,36983.86564,0,0,0,0,0.880,59626.15561,0,0,0,0,0,0,0,0,1.072,23737.15463,1.221,3113.05816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,17039.83938
46558.47339,65810.14984,19181.97005,0.948682226,17.26980964,25.73125298,2016-Dec14-1536-CN-Plate3-322.Raw,2016-dec14-1536-cn-plate3-322.raw,21:B,0.468,28254.47231,0,0,0,0,0.880,65810.14984,0,0,0,0,0,0,0,0,0,0,1.221,46558.47339,1.111,24067.31937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,19181.97005
67055.24713,63624.18851,16816.15753,0.948682226,28.37187434,28.3763644,2016-Dec14-1536-CN-Plate3-338.Raw,2016-dec14-1536-cn-plate3-338.raw,22:B,0.468,20290.42471,0,0,0,0,0.880,63624.18851,0,0,0,0,0,0,0,0,0,0,1.221,67055.24713,0,0,1.171,17908.88157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,16816.15753
9051.53171,55969.27154,16908.84311,1.337543187,5.370036774,24.82544394,2016-Dec14-1536-CN-Plate3-354.Raw,2016-dec14-1536-cn-plate3-354.raw,23:B,0.468,33586.92582,0,0,0,0,0.880,55969.27154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,16950.18257,1.417,9051.53171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,16908.84311
77767.33077,72110.99509,20686.56013,1.337543187,37.71186321,26.14414673,2016-Dec14-1536-CN-Plate3-370.Raw,2016-dec14-1536-cn-plate3-370.raw,24:B,0.465,23769.74347,0,0,0,0,0.880,72110.99509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418,77767.33077,1.338,21772.01416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,20686.56013
11487.75563,0,15148.62284,1.042356705,5.928429551,0,2016-Dec14-1536-CN-Plate3-3.Raw,2016-dec14-1536-cn-plate3-3.raw,1:C,0.466,25610.28313,1.392,11487.75563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,15148.62284
21978.90960,0,18470.64267,1.042356705,9.302544665,0,2016-Dec14-1536-CN-Plate3-19.Raw,2016-dec14-1536-cn-plate3-19.raw,2:C,0.467,24207.02503,1.392,21978.90960,0,0,0,0,0,0,1.266,4777.70922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,18470.64267
87656.65986,0,19646.10436,1.042356705,34.88077285,0,2016-Dec14-1536-CN-Plate3-35.Raw,2016-dec14-1536-cn-plate3-35.raw,3:C,0.466,6775.49753,1.392,87656.65986,0,0,0,0,0,0,0,0,0,0,1.313,1177.22012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.769,19646.10436
1277.77685,0,19298.34668,0.948682226,0.47110416,0,2016-Dec14-1536-CN-Plate3-51.Raw,2016-dec14-1536-cn-plate3-51.raw,4:C,0.468,37695.45758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073,25789.85464,1.221,1277.77685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19298.34668
78650.11101,0,19447.71745,0.948682226,28.77482765,0,2016-Dec14-1536-CN-Plate3-67.Raw,2016-dec14-1536-cn-plate3-67.raw,5:C,0.467,20010.89071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,78650.11101,1.111,19804.50167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19447.71745
94470.23877,0,19087.52550,0.948682226,35.21497708,0,2016-Dec14-1536-CN-Plate3-83.Raw,2016-dec14-1536-cn-plate3-83.raw,6:C,0.467,18397.86893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,94470.23877,0,0,1.171,20036.09504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19087.52550
8072.56573,0,19696.16294,1.337543187,4.111488109,0,2016-Dec14-1536-CN-Plate3-99.Raw,2016-dec14-1536-cn-plate3-99.raw,7:C,0.468,35327.18176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,17616.46568,1.418,8072.56573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19696.16294
123394.8145,0,19259.36239,1.337543187,64.27233548,0,2016-Dec14-1536-CN-Plate3-115.Raw,2016-dec14-1536-cn-plate3-115.raw,8:C,0.467,7583.91554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418,123394.8145,1.339,9441.73034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19259.36239
126893.1314,0,19376.60730,1.337543187,65.69456697,0,2016-Dec14-1536-CN-Plate3-131.Raw,2016-dec14-1536-cn-plate3-131.raw,9:C,0.468,6217.60243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418,126893.1314,0,0,1.397,854.69099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19376.60730
13111.72039,0,19812.24910,2.843725517,14.11480355,0,2016-Dec14-1536-CN-Plate3-147.Raw,2016-dec14-1536-cn-plate3-147.raw,10:C,0.468,30501.05394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575,15895.95076,0.754,13111.72039,0,0,0,0,0,0,0,0,0,0,0,0,1.770,19812.24910
15773.66546,0,19154.48910,2.843725517,17.56349703,0,2016-Dec14-1536-CN-Plate3-163.Raw,2016-dec14-1536-cn-plate3-163.raw,11:C,0.467,30218.26916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753,15773.66546,0.626,24128.07675,0,0,0,0,0,0,0,0,0,0,1.770,19154.48910
