product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_BTMG Rt(min),UV210_BTMG AreaAbs,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_Additive_15 Rt(min),UV210_Additive_15 AreaAbs,UV210_Additive_17 Rt(min),UV210_Additive_17 AreaAbs,UV210_Additive_19 Rt(min),UV210_Additive_19 AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_Additive_13 Rt(min),UV210_Additive_13 AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_MTBD Rt(min),UV210_MTBD AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs
107698.8407,0,23877.41156,1.042356705,35.26155109,0,2017-Jan26-1536-CN-Plate2-161.Raw,2017-jan26-1536-cn-plate2-161.raw,11:A,0,0,0.467,9336.17260,0,0,0,0,1.776,23877.41156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,39883.19859,1.396,107698.8407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766.34805,0,19779.76075,0.948682226,0.275668441,0,2017-Jan26-1536-CN-Plate2-177.Raw,2017-jan26-1536-cn-plate2-177.raw,12:A,0,0,0.470,43589.64233,0,0,0,0,1.776,19779.76075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,37373.19921,0,0,0,0,0,0,0,0,1.076,21387.10052,1.225,766.34805,0,0,0,0,0,0,0,0
11940.34681,0,20937.70563,0.948682226,4.057606054,0,2017-Jan26-1536-CN-Plate2-193.Raw,2017-jan26-1536-cn-plate2-193.raw,13:A,0,0,0.470,41007.16431,0,0,0,0,1.777,20937.70563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,38072.58747,0,0,0,0,0,0,0,0,0,0,1.226,11940.34681,1.115,29277.73908,0,0,0,0,0,0
23928.87315,0,21177.02127,0.948682226,8.039691846,0,2017-Jan26-1536-CN-Plate2-209.Raw,2017-jan26-1536-cn-plate2-209.raw,14:A,0,0,0.469,37968.80629,0,0,0,0,1.776,21177.02127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,37380.90431,0,0,0,0,0,0,0,0,0,0,1.225,23928.87315,0,0,1.174,33943.28948,0,0,0,0
5580.96061,0,21972.69964,1.337543187,2.547971795,0,2017-Jan26-1536-CN-Plate2-225.Raw,2017-jan26-1536-cn-plate2-225.raw,15:A,0,0,0.470,44098.64399,0,0,1.423,5580.96061,1.777,21972.69964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,37379.19572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312,19041.47266,0,0
37836.83975,0,22203.83639,1.337543187,17.09448081,0,2017-Jan26-1536-CN-Plate2-241.Raw,2017-jan26-1536-cn-plate2-241.raw,16:A,0,0,0.470,38266.65890,0,0,1.424,37836.83975,1.778,22203.83639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,39438.98132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344,26883.11948
74978.72320,0,24584.11617,1.337543187,30.59514524,0,2017-Jan26-1536-CN-Plate2-257.Raw,2017-jan26-1536-cn-plate2-257.raw,17:A,0,0,0.468,27889.08004,1.395,19301.98987,1.421,74978.72320,1.776,24584.11617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,38103.01582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25407.42376,0,20594.53466,2.843725517,26.31222578,0,2017-Jan26-1536-CN-Plate2-273.Raw,2017-jan26-1536-cn-plate2-273.raw,18:A,0,0,0.470,32525.74240,0,0,0,0,1.777,20594.53466,0,0,0,0,0,0,0.578,15293.28512,0.758,25407.42376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,39178.44483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47789.21528,0,20344.44743,2.843725517,50.09944792,0,2017-Jan26-1536-CN-Plate2-289.Raw,2017-jan26-1536-cn-plate2-289.raw,19:A,0,0,0.468,20629.13761,0,0,0,0,1.776,20344.44743,0,0,0,0,0,0,0,0,0.757,47789.21528,0.628,9760.76437,0,0,0,0,0,0,0,0,0,0,0,0,0.303,40009.82858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46626.72319,0,18079.77912,2.843725517,55.00354925,0,2017-Jan26-1536-CN-Plate2-305.Raw,2017-jan26-1536-cn-plate2-305.raw,20:A,0,0,0.469,14654.09829,0,0,0,0,1.776,18079.77912,0,0,0,0,0,0,0,0,0.757,46626.72319,0,0,0.705,3224.77080,0,0,0,0,0,0,0,0,0,0,0.304,39422.57476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8835.94133,0,20673.97693,2.174082389,6.968929302,0,2017-Jan26-1536-CN-Plate2-321.Raw,2017-jan26-1536-cn-plate2-321.raw,21:A,0,0,0.469,38400.86152,0,0,0,0,1.776,20673.97693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,12191.28815,0.726,8835.94133,0,0,0,0,0,0,0.303,37120.37758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21637.93537,937.90847,19472.51736,2.174082389,18.1188647,0.36124316,2017-Jan26-1536-CN-Plate2-337.Raw,2017-jan26-1536-cn-plate2-337.raw,22:A,0,0,0.470,31321.07440,0,0,0,0,1.776,19472.51736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,21637.93537,0.340,937.90847,0.645,15960.04036,0,0,0.304,38289.53252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31944.57218,4806.22251,17918.94805,2.174082389,29.06844689,2.011650998,2017-Jan26-1536-CN-Plate2-353.Raw,2017-jan26-1536-cn-plate2-353.raw,23:A,0,0,0.469,25476.53532,0,0,0,0,1.776,17918.94805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,31944.57218,0.340,4806.22251,0,0,0.707,9827.91398,0.303,35830.62499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,18489.71581,,0,0,2017-Jan26-1536-CN-Plate2-369.Raw,2017-jan26-1536-cn-plate2-369.raw,24:A,0,0,0.470,39292.28805,0,0,0,0,1.776,18489.71581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,39859.43747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9139.88566,34237.27561,18750.67968,1.337543187,4.889819476,13.69441417,2017-Jan26-1536-CN-Plate2-2.Raw,2017-jan26-1536-cn-plate2-2.raw,1:B,0.431,28113.99901,0.468,39479.34244,1.396,34181.83322,1.422,9139.88566,1.776,18750.67968,0.641,34237.27561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4761.12697,20870.67337,22514.67074,2.843725517,4.510171982,6.952358131,2017-Jan26-1536-CN-Plate2-18.Raw,2017-jan26-1536-cn-plate2-18.raw,2:B,0.431,31080.39632,0.468,41597.37025,0,0,0,0,1.776,22514.67074,0.641,20870.67337,0,0,0,0,0.576,23266.99005,0.756,4761.12697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32458.58465,40103.55222,20134.95634,2.843725517,34.38173794,14.93803334,2017-Jan26-1536-CN-Plate2-34.Raw,2017-jan26-1536-cn-plate2-34.raw,3:B,0.430,46839.49713,0.468,24976.25878,0,0,0,0,1.776,20134.95634,0.642,40103.55222,0,0,0,0,0,0,0.756,32458.58465,0.629,11830.35582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39852.56698,39091.76692,20096.40584,2.843725517,42.29478749,14.58908929,2017-Jan26-1536-CN-Plate2-50.Raw,2017-jan26-1536-cn-plate2-50.raw,4:B,0.429,55105.96258,0.467,22792.21780,0,0,0,0,1.776,20096.40584,0.641,39091.76692,0,0,0,0,0,0,0.756,39852.56698,0,0,0.710,15700.53226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21727.27801,20065.11550,2.174082389,0,8.12128837,2017-Jan26-1536-CN-Plate2-66.Raw,2017-jan26-1536-cn-plate2-66.raw,5:B,0.433,24305.15028,0.468,44106.83878,0,0,0,0,1.776,20065.11550,0.641,21727.27801,0,0,0,0,0,0,0,0,0,0,0,0,0.597,15295.68878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7367.10395,47021.61501,20195.75273,2.174082389,5.948041851,17.46219248,2017-Jan26-1536-CN-Plate2-82.Raw,2017-jan26-1536-cn-plate2-82.raw,6:B,0.431,34805.99453,0.468,41744.15439,0,0,0,0,1.776,20195.75273,0.643,47021.61501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,7367.10395,0,0,0.643,47021.61501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11021.76929,32219.88533,20033.51017,2.174082389,8.970807298,12.0622469,2017-Jan26-1536-CN-Plate2-98.Raw,2017-jan26-1536-cn-plate2-98.raw,7:B,0.431,35884.01611,0.469,38113.23110,0,0,0,0,1.776,20033.51017,0.642,32219.88533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,11021.76929,0,0,0,0,0.707,26602.42053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,21721.57552,19836.50473,,0,8.212728134,2017-Jan26-1536-CN-Plate2-114.Raw,2017-jan26-1536-cn-plate2-114.raw,8:B,0.434,25846.25944,0.469,44600.75466,0,0,0,0,1.777,19836.50473,0.642,21721.57552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20319.66501,20349.60864,1.042356705,0,7.488964239,2017-Jan26-1536-CN-Plate2-130.Raw,2017-jan26-1536-cn-plate2-130.raw,9:B,0,0,0.468,38982.63491,0,0,0,0,1.776,20349.60864,0.640,20319.66501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,35410.23729,0,0,1.240,1605.97792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7919.04691,15661.38181,20135.39786,1.042356705,3.074612079,5.833525979,2017-Jan26-1536-CN-Plate2-146.Raw,2017-jan26-1536-cn-plate2-146.raw,10:B,0,0,0.469,38904.32302,0,0,0,0,1.776,20135.39786,0.641,15661.38181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,37411.89421,1.397,7919.04691,0,0,1.270,6843.66629,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36221.99979,13199.80222,19875.97639,1.042356705,14.24693951,4.980812876,2017-Jan26-1536-CN-Plate2-162.Raw,2017-jan26-1536-cn-plate2-162.raw,11:B,0,0,0.468,28881.01650,0,0,0,0,1.776,19875.97639,0.640,13199.80222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,34972.31390,1.396,36221.99979,0,0,0,0,1.315,18198.75183,0,0,0,0,0,0,0,0,0,0,0,0
0,19037.28132,18753.00623,0.948682226,0,7.613691998,2017-Jan26-1536-CN-Plate2-178.Raw,2017-jan26-1536-cn-plate2-178.raw,12:B,0,0,0.470,36320.19373,0,0,0,0,1.776,18753.00623,0.642,19037.28132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,36568.18213,0,0,0,0,0,0,0,0,1.076,22466.29478,0,0,0,0,0,0,0,0,0,0
0,15127.96376,18387.99443,0.948682226,0,6.170315717,2017-Jan26-1536-CN-Plate2-194.Raw,2017-jan26-1536-cn-plate2-194.raw,13:B,0,0,0.470,36480.57689,0,0,0,0,1.778,18387.99443,0.643,15127.96376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,36662.65183,0,0,0,0,0,0,0,0,0,0,0,0,1.116,31252.49529,0,0,0,0,0,0
2414.87192,11054.25584,19567.76067,0.948682226,0.878081853,4.236914089,2017-Jan26-1536-CN-Plate2-210.Raw,2017-jan26-1536-cn-plate2-210.raw,14:B,0,0,0.470,36823.89579,0,0,0,0,1.777,19567.76067,0.642,11054.25584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,35132.43448,0,0,0,0,0,0,0,0,0,0,1.226,2414.87192,0,0,1.175,43037.11950,0,0,0,0
0,19582.48443,19533.25221,1.337543187,0,7.518903423,2017-Jan26-1536-CN-Plate2-226.Raw,2017-jan26-1536-cn-plate2-226.raw,15:B,0,0,0.470,36767.19472,0,0,0,0,1.778,19533.25221,0.643,19582.48443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,35833.68030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.313,21597.06551,0,0
1683.81926,17163.77719,20329.78707,1.337543187,0.830867403,6.332005923,2017-Jan26-1536-CN-Plate2-242.Raw,2017-jan26-1536-cn-plate2-242.raw,16:B,0,0,0.470,41759.69252,0,0,1.423,1683.81926,1.778,20329.78707,0.643,17163.77719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,37468.02647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.344,36556.83226
5817.33493,12340.56488,20106.49593,1.337543187,2.902396599,4.603200838,2017-Jan26-1536-CN-Plate2-258.Raw,2017-jan26-1536-cn-plate2-258.raw,17:B,0,0,0.468,38262.76425,1.395,43080.37366,1.421,5817.33493,1.776,20106.49593,0.640,12340.56488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,35245.68490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5987.69004,17181.60596,19538.72027,2.843725517,6.536001371,6.59521433,2017-Jan26-1536-CN-Plate2-274.Raw,2017-jan26-1536-cn-plate2-274.raw,18:B,0,0,0.470,33227.64129,0,0,0,0,1.778,19538.72027,0.643,17181.60596,0,0,0,0,0.578,23143.07158,0.759,5987.69004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,36472.43942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42010.94777,15745.73211,19250.49767,2.843725517,46.5446166,6.134542379,2017-Jan26-1536-CN-Plate2-290.Raw,2017-jan26-1536-cn-plate2-290.raw,19:B,0,0,0.469,16578.23495,0,0,0,0,1.776,19250.49767,0.641,15745.73211,0,0,0,0,0,0,0.757,42010.94777,0.629,5253.29203,0,0,0,0,0,0,0,0,0,0,0,0,0.304,35459.63288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39187.58541,14254.40355,18134.48463,2.843725517,46.08846314,5.895289085,2017-Jan26-1536-CN-Plate2-306.Raw,2017-jan26-1536-cn-plate2-306.raw,20:B,0,0,0.469,14411.92584,0,0,0,0,1.776,18134.48463,0.642,14254.40355,0,0,0,0,0,0,0.757,39187.58541,0,0,0.712,19886.02551,0,0,0,0,0,0,0,0,0,0,0.304,37467.04833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18839.62312,18892.89671,2.174082389,0,7.478851925,2017-Jan26-1536-CN-Plate2-322.Raw,2017-jan26-1536-cn-plate2-322.raw,21:B,0,0,0.469,34833.47238,0,0,0,0,1.776,18892.89671,0.641,18839.62312,0,0,0,0,0,0,0,0,0,0,0,0,0.598,15994.72648,0,0,0,0,0,0,0,0,0.303,37482.17360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3324.04500,30820.60303,17627.96975,2.174082389,3.074693717,13.11294107,2017-Jan26-1536-CN-Plate2-338.Raw,2017-jan26-1536-cn-plate2-338.raw,22:B,0,0,0.469,34121.29660,0,0,0,0,1.776,17627.96975,0.643,30820.60303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727,3324.04500,0,0,0.643,30820.60303,0,0,0.303,34993.93621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5316.69315,11199.64906,17046.31872,2.174082389,5.085670913,4.927595889,2017-Jan26-1536-CN-Plate2-354.Raw,2017-jan26-1536-cn-plate2-354.raw,23:B,0,0,0.470,34342.15556,0,0,0,0,1.776,17046.31872,0.642,11199.64906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,5316.69315,0,0,0,0,0.707,27712.46467,0.303,36518.68122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,14756.81135,15606.94519,,0,7.091463867,2017-Jan26-1536-CN-Plate2-370.Raw,2017-jan26-1536-cn-plate2-370.raw,24:B,0,0,0.470,28998.34370,0,0,0,0,1.777,15606.94519,0.642,14756.81135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,34622.79186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67118.66330,9981.64687,19153.17474,1.337543187,35.15374563,3.908613293,2017-Jan26-1536-CN-Plate2-3.Raw,2017-jan26-1536-cn-plate2-3.raw,1:C,0.430,40387.35576,0.467,29212.67920,1.396,22813.47834,1.421,67118.66330,1.776,19153.17474,0,0,0.525,9981.64687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24840.04817,8420.56958,21856.80300,2.843725517,24.23900204,2.889456131,2017-Jan26-1536-CN-Plate2-19.Raw,2017-jan26-1536-cn-plate2-19.raw,2:C,0.431,34880.43242,0.468,32183.61464,0,0,0,0,1.776,21856.80300,0,0,0.525,8420.56958,0,0,0.577,14629.24614,0.756,24840.04817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40845.00847,9042.77587,20029.94694,2.843725517,43.49187499,3.385971062,2017-Jan26-1536-CN-Plate2-35.Raw,2017-jan26-1536-cn-plate2-35.raw,3:C,0.429,48825.28765,0.467,23964.55909,0,0,0,0,1.776,20029.94694,0,0,0.525,9042.77587,0,0,0,0,0.756,40845.00847,0.628,13155.47113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45730.73659,9718.77493,20218.68603,2.843725517,48.23965662,3.605121208,2017-Jan26-1536-CN-Plate2-51.Raw,2017-jan26-1536-cn-plate2-51.raw,4:C,0.429,54389.54004,0.467,21370.73958,0,0,0,0,1.776,20218.68603,0,0,0.525,9718.77493,0,0,0,0,0.756,45730.73659,0,0,0.704,10784.57304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17208.32278,9042.58907,19946.73968,2.174082389,14.0670777,3.400025308,2017-Jan26-1536-CN-Plate2-67.Raw,2017-jan26-1536-cn-plate2-67.raw,5:C,0.432,29141.33550,0.468,36519.20818,0,0,0,0,1.776,19946.73968,0,0,0.525,9042.58907,0,0,0,0,0,0,0,0,0,0,0.597,10821.17864,0.725,17208.32278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
