product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,Prod-to-IS-Ratio,UV210_BTMG Rt(min),UV210_BTMG AreaAbs,UV210_Toluidine Rt(min),UV210_Toluidine AreaAbs,UV210_Additive_21 Rt(min),UV210_Additive_21 AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_MTBD Rt(min),UV210_MTBD AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Additive_23 Rt(min),UV210_Additive_23 AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_Additive_25 Rt(min),UV210_Additive_25 AreaAbs,UV210_Additive_27 Rt(min),UV210_Additive_27 AreaAbs
100494.3364,13905.40203,32659.11479,1.042356705,24.0555231,3.193305021,2017-Feb17-1536-CN-Plate4-11.Raw,2017-feb17-1536-cn-plate4-11.raw,A:11,0.0000,0,0,0.468,13153.63072,0.925,13905.40203,0,0,0,0,1.775,32659.11479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,44133.12872,1.396,100494.3364,1.315,1655.96294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,24984.33531,0.948682226,0,0,2017-Feb17-1536-CN-Plate4-12.Raw,2017-feb17-1536-cn-plate4-12.raw,A:12,0.0000,0,0,0.468,45922.00542,0,0,0,0,0,0,1.776,24984.33531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,43826.31794,0,0,0,0,1.076,28411.48665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9073.80642,0,27203.87669,0.948682226,2.373234972,0,2017-Feb17-1536-CN-Plate4-13.Raw,2017-feb17-1536-cn-plate4-13.raw,A:13,0.0000,0,0,0.468,44033.38048,0,0,0,0,0,0,1.776,27203.87669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,43882.98057,0,0,0,0,0,0,1.114,53851.00014,1.224,9073.80642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19742.11042,0,26148.08798,0.948682226,5.371995824,0,2017-Feb17-1536-CN-Plate4-14.Raw,2017-feb17-1536-cn-plate4-14.raw,A:14,0.0000,0,0,0.467,43898.42685,0,0,0,0,0,0,1.776,26148.08798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,45020.27900,0,0,0,0,0,0,0,0,1.224,19742.11042,1.173,40319.40874,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5390.42547,0,26160.53045,1.337543187,2.067024275,0,2017-Feb17-1536-CN-Plate4-15.Raw,2017-feb17-1536-cn-plate4-15.raw,A:15,0.0000,0,0,0.468,44850.67904,0,0,0,0,1.422,5390.42547,1.776,26160.53045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,44699.22907,0,0,0,0,0,0,0,0,0,0,0,0,1.311,26831.76807,0,0,0,0,0,0,0,0,0,0,0,0
26889.05660,0,29187.60685,1.337543187,9.241578451,0,2017-Feb17-1536-CN-Plate4-16.Raw,2017-feb17-1536-cn-plate4-16.raw,A:16,0.0000,0,0,0.468,42875.84481,0,0,0,0,1.422,26889.05660,1.776,29187.60685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,43994.38449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343,37691.13031,0,0,0,0,0,0,0,0,0,0
58161.91865,0,28652.56999,1.337543187,20.36311527,0,2017-Feb17-1536-CN-Plate4-17.Raw,2017-feb17-1536-cn-plate4-17.raw,A:17,0.0000,0,0,0.468,33433.40796,0,0,1.396,33201.56677,1.422,58161.91865,1.776,28652.56999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,45088.91144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19339.92082,0,28233.44555,2.843725517,14.60964787,0,2017-Feb17-1536-CN-Plate4-18.Raw,2017-feb17-1536-cn-plate4-18.raw,A:18,0.0000,0,0,0.468,39208.23444,0,0,0,0,0,0,1.776,28233.44555,0.576,30028.96427,0.756,19339.92082,0,0,0,0,0,0,0,0,0,0,0,0,0.305,44853.24385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35557.49391,0,26367.26544,2.843725517,28.7617291,0,2017-Feb17-1536-CN-Plate4-19.Raw,2017-feb17-1536-cn-plate4-19.raw,A:19,0.0000,0,0,0.468,29766.50714,0,0,0,0,0,0,1.776,26367.26544,0,0,0.756,35557.49391,0.628,20001.47690,0,0,0,0,0,0,0,0,0,0,0.305,44687.53046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44802.79714,5138.47151,41171.82072,2.843725517,23.20886991,0.936041585,2017-Feb17-1536-CN-Plate4-20.Raw,2017-feb17-1536-cn-plate4-20.raw,A:20,0.0000,0,0,0.467,27618.99024,0.924,5138.47151,0,0,0,0,1.770,41171.82072,0,0,0.756,44802.79714,0,0,0.704,9983.32278,0,0,0,0,0,0,0,0,0.305,50155.60149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5616.30050,0,27427.27332,2.174082389,3.338911929,0,2017-Feb17-1536-CN-Plate4-21.Raw,2017-feb17-1536-cn-plate4-21.raw,A:21,0.0000,0,0,0.468,46761.93797,0,0,0,0,0,0,1.776,27427.27332,0,0,0,0,0,0,0,0,0.597,18601.82902,0.727,5616.30050,0,0,0,0,0.305,43424.62077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19145.83629,0,28187.11371,2.174082389,11.07544016,0,2017-Feb17-1536-CN-Plate4-22.Raw,2017-feb17-1536-cn-plate4-22.raw,A:22,0.0000,0,0,0.468,42153.79742,0,0,0,0,0,0,1.776,28187.11371,0,0,0,0,0,0,0,0,0,0,0.726,19145.83629,0.645,21657.38955,0,0,0.305,45023.79777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28418.48922,0,28283.21514,2.174082389,16.38360507,0,2017-Feb17-1536-CN-Plate4-23.Raw,2017-feb17-1536-cn-plate4-23.raw,A:23,0.0000,0,0,0.468,36925.03971,0,0,0,0,0,0,1.776,28283.21514,0,0,0,0,0,0,0,0,0,0,0.726,28418.48922,0,0,0.708,23157.35407,0.305,44575.73794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,24497.08622,,0,0,2017-Feb17-1536-CN-Plate4-24.Raw,2017-feb17-1536-cn-plate4-24.raw,A:24,0.0000,0,0,0.468,49518.30808,0,0,0,0,0,0,1.776,24497.08622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,45268.57330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38064.40547,37549.65209,24041.47782,1.337543187,15.88279637,11.71402161,2017-Feb17-1536-CN-Plate4-25.Raw,2017-feb17-1536-cn-plate4-25.raw,B:1,0.0000,0.432,51976.28031,0.468,42982.07360,0,0,1.395,71292.25610,1.422,38064.40547,1.776,24041.47782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.220,37549.65209,0,0,0,0,0,0,0,0
16554.90396,0,23487.23064,2.843725517,15.03293541,0,2017-Feb17-1536-CN-Plate4-26.Raw,2017-feb17-1536-cn-plate4-26.raw,B:2,0.0000,0.431,59852.09587,0.467,44280.32332,0,0,0,0,0,0,1.776,23487.23064,0.577,32388.95363,0.757,16554.90396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39932.70588,0,23491.61519,2.843725517,36.25474039,0,2017-Feb17-1536-CN-Plate4-27.Raw,2017-feb17-1536-cn-plate4-27.raw,B:3,0.0000,0.430,67543.77955,0.467,32023.66292,0,0,0,0,0,0,1.776,23491.61519,0,0,0.757,39932.70588,0.629,20689.82586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46616.72594,80189.60267,24346.79511,2.843725517,40.83653695,24.70230753,2017-Feb17-1536-CN-Plate4-28.Raw,2017-feb17-1536-cn-plate4-28.raw,B:4,0.0000,0.430,62232.94898,0.466,27676.13672,0,0,0,0,0,0,1.776,24346.79511,0,0,0.756,46616.72594,0,0,0.704,19524.72933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.220,80189.60267,0,0,0,0,0,0,0,0
0,0,24314.44033,2.174082389,0,0,2017-Feb17-1536-CN-Plate4-29.Raw,2017-feb17-1536-cn-plate4-29.raw,B:5,0.0000,0.431,60738.35391,0.467,51011.61849,0,0,0,0,0,0,1.776,24314.44033,0,0,0,0,0,0,0,0,0.597,23764.58249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4849.82838,0,23370.29868,2.174082389,3.383758574,0,2017-Feb17-1536-CN-Plate4-30.Raw,2017-feb17-1536-cn-plate4-30.raw,B:6,0.0000,0.431,60294.07782,0.467,51249.17875,0,0,0,0,0,0,1.776,23370.29868,0,0,0,0,0,0,0,0,0,0,0.727,4849.82838,0.645,29812.18218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13123.84449,0,23538.09519,2.174082389,9.091321628,0,2017-Feb17-1536-CN-Plate4-31.Raw,2017-feb17-1536-cn-plate4-31.raw,B:7,0.0000,0.433,51735.10236,0.468,46693.40064,0,0,0,0,0,0,1.776,23538.09519,0,0,0,0,0,0,0,0,0,0,0.727,13123.84449,0,0,0.708,43501.13950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,23944.71469,,0,0,2017-Feb17-1536-CN-Plate4-32.Raw,2017-feb17-1536-cn-plate4-32.raw,B:8,0.0000,0.431,57063.49512,0.467,52389.74857,0,0,0,0,0,0,1.776,23944.71469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803.73796,0,23807.99578,1.042356705,1.249008464,0,2017-Feb17-1536-CN-Plate4-33.Raw,2017-feb17-1536-cn-plate4-33.raw,B:9,0.0000,0,0,0.468,51064.78491,0,0,0,0,0,0,1.776,23807.99578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,48438.98409,1.396,3803.73796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.240,3232.02981,0,0,0,0,0,0
22645.02782,0,23313.55202,1.042356705,7.593500734,0,2017-Feb17-1536-CN-Plate4-34.Raw,2017-feb17-1536-cn-plate4-34.raw,B:10,0.0000,0,0,0.469,46846.00029,0,0,0,0,0,0,1.776,23313.55202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,46276.72567,1.396,22645.02782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.269,9535.19476,0,0,0,0
69590.18282,0,23457.28292,1.042356705,23.19251783,0,2017-Feb17-1536-CN-Plate4-35.Raw,2017-feb17-1536-cn-plate4-35.raw,B:11,0.0000,0,0,0.468,29317.99846,0,0,0,0,0,0,1.776,23457.28292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,45866.41691,1.396,69590.18282,1.316,14108.70318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23661.18847,0.948682226,0,0,2017-Feb17-1536-CN-Plate4-36.Raw,2017-feb17-1536-cn-plate4-36.raw,B:12,0.0000,0,0,0.468,51565.08957,0,0,0,0,0,0,1.776,23661.18847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,47064.08494,0,0,0,0,1.076,31460.88753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23301.77171,0.948682226,0,0,2017-Feb17-1536-CN-Plate4-37.Raw,2017-feb17-1536-cn-plate4-37.raw,B:13,0.0000,0,0,0.469,53273.52984,0,0,0,0,0,0,1.776,23301.77171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,48739.90923,0,0,0,0,0,0,1.114,57476.59271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23975.57548,0.948682226,0,0,2017-Feb17-1536-CN-Plate4-38.Raw,2017-feb17-1536-cn-plate4-38.raw,B:14,0.0000,0,0,0.468,51944.05233,0,0,0,0,0,0,1.776,23975.57548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,45682.33583,0,0,0,0,0,0,0,0,0,0,1.174,49310.20533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23730.52825,1.337543187,0,0,2017-Feb17-1536-CN-Plate4-39.Raw,2017-feb17-1536-cn-plate4-39.raw,B:15,0.0000,0,0,0.469,52464.78032,0,0,0,0,0,0,1.776,23730.52825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,48326.01585,0,0,0,0,0,0,0,0,0,0,0,0,1.311,30687.06525,0,0,0,0,0,0,0,0,0,0,0,0
7655.27331,0,23241.78830,1.337543187,3.304153664,0,2017-Feb17-1536-CN-Plate4-40.Raw,2017-feb17-1536-cn-plate4-40.raw,B:16,0.0000,0,0,0.468,52309.02082,0,0,0,0,1.421,7655.27331,1.776,23241.78830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,48987.88476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.341,41855.49861,0,0,0,0,0,0,0,0,0,0
11448.37384,0,23097.27270,1.337543187,4.972241085,0,2017-Feb17-1536-CN-Plate4-41.Raw,2017-feb17-1536-cn-plate4-41.raw,B:17,0.0000,0,0,0.468,49001.14455,0,0,1.396,48562.78504,1.421,11448.37384,1.776,23097.27270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,48057.02051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12812.35733,0,23447.88739,2.843725517,11.6539798,0,2017-Feb17-1536-CN-Plate4-42.Raw,2017-feb17-1536-cn-plate4-42.raw,B:18,0.0000,0,0,0.468,44989.59394,0,0,0,0,0,0,1.776,23447.88739,0.576,34542.20367,0.756,12812.35733,0,0,0,0,0,0,0,0,0,0,0,0,0.305,48092.15709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25220.14982,0,23244.18500,2.843725517,23.14100825,0,2017-Feb17-1536-CN-Plate4-43.Raw,2017-feb17-1536-cn-plate4-43.raw,B:19,0.0000,0,0,0.468,37778.18044,0,0,0,0,0,0,1.776,23244.18500,0,0,0.756,25220.14982,0.628,26780.33946,0,0,0,0,0,0,0,0,0,0,0.305,46603.13495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33520.02838,0,23261.89419,2.843725517,30.73323241,0,2017-Feb17-1536-CN-Plate4-44.Raw,2017-feb17-1536-cn-plate4-44.raw,B:20,0.0000,0,0,0.467,34502.31841,0,0,0,0,0,0,1.776,23261.89419,0,0,0.756,33520.02838,0,0,0.704,35354.12006,0,0,0,0,0,0,0,0,0.305,48519.47110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23536.20142,2.174082389,0,0,2017-Feb17-1536-CN-Plate4-45.Raw,2017-feb17-1536-cn-plate4-45.raw,B:21,0.0000,0,0,0.469,50812.13085,0,0,0,0,0,0,1.776,23536.20142,0,0,0,0,0,0,0,0,0.598,23560.46463,0,0,0,0,0,0,0.305,47967.97913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23580.23662,2.174082389,0,0,2017-Feb17-1536-CN-Plate4-46.Raw,2017-feb17-1536-cn-plate4-46.raw,B:22,0.0000,0,0,0.468,51211.05831,0,0,0,0,0,0,1.776,23580.23662,0,0,0,0,0,0,0,0,0,0,0,0,0.645,29530.21052,0,0,0.305,46203.91506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,23224.86924,2.174082389,0,0,2017-Feb17-1536-CN-Plate4-47.Raw,2017-feb17-1536-cn-plate4-47.raw,B:23,0.0000,0,0,0.468,50204.85643,0,0,0,0,0,0,1.776,23224.86924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707,45536.39779,0.305,46878.81216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,23048.86533,,0,0,2017-Feb17-1536-CN-Plate4-48.Raw,2017-feb17-1536-cn-plate4-48.raw,B:24,0.0000,0,0,0.468,50742.53212,0,0,0,0,0,0,1.776,23048.86533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,48593.65368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82210.84871,68494.82160,22052.43167,1.337543187,37.39742705,23.29498941,2017-Feb17-1536-CN-Plate4-49.Raw,2017-feb17-1536-cn-plate4-49.raw,C:1,0.0000,0.432,48087.16790,0.466,25599.06159,0,0,1.396,27969.75736,1.421,82210.84871,1.776,22052.43167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,68494.82160,0,0
28305.82711,67013.44480,22644.25174,2.843725517,26.66040937,22.19551531,2017-Feb17-1536-CN-Plate4-50.Raw,2017-feb17-1536-cn-plate4-50.raw,C:2,0.0000,0.433,48856.35795,0.467,30162.98740,0,0,0,0,0,0,1.776,22644.25174,0.577,26098.24409,0.756,28305.82711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,67013.44480,0,0
46695.44580,68899.20963,22480.43195,2.843725517,44.30153891,22.98639428,2017-Feb17-1536-CN-Plate4-51.Raw,2017-feb17-1536-cn-plate4-51.raw,C:3,0.0000,0.432,55977.28279,0.467,22584.12441,0,0,0,0,0,0,1.776,22480.43195,0,0,0.757,46695.44580,0.628,15817.01073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,68899.20963,0,0
48132.85853,71297.52925,22932.91869,2.843725517,44.76424476,23.31720078,2017-Feb17-1536-CN-Plate4-52.Raw,2017-feb17-1536-cn-plate4-52.raw,C:4,0.0000,0.431,57890.89385,0.466,23071.78466,0,0,0,0,0,0,1.776,22932.91869,0,0,0.756,48132.85853,0,0,0.704,17645.34277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,71297.52925,0,0
17960.00797,67500.60091,23176.95073,2.174082389,12.63535619,21.84301606,2017-Feb17-1536-CN-Plate4-53.Raw,2017-feb17-1536-cn-plate4-53.raw,C:5,0.0000,0.434,40688.44705,0.467,38431.31631,0,0,0,0,0,0,1.776,23176.95073,0,0,0,0,0,0,0,0,0.597,18021.33734,0.726,17960.00797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,67500.60091,0,0
