product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_Additive_1 Rt(min),UV210_Additive_1 AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_Additive_3 Rt(min),UV210_Additive_3 AreaAbs,UV210_Additive_5 Rt(min),UV210_Additive_5 AreaAbs,UV210_Additive_7 Rt(min),UV210_Additive_7 AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs
70413.31724,4081.42698,20633.74718,1.042356705,26.67806508,1.483526094,2016-Dec14-1536-CN-Plate4-161.Raw,2016-dec14-1536-cn-plate4-161.raw,11:A,0.467,18748.00272,0.879,4081.42698,0,0,0,0,1.769,20633.74718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.391,70413.31724,0,0,0,0,1.311,13169.04339,0,0,0,0,0,0,0,0,0,0,0,0
0,0,19749.34909,0.948682226,0,0,2016-Dec14-1536-CN-Plate4-177.Raw,2016-dec14-1536-cn-plate4-177.raw,12:A,0.468,41983.46759,0,0,0,0,0,0,1.770,19749.34909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073,26557.83491,0,0,0,0,0,0,0,0,0,0
11396.74663,0,20571.99633,0.948682226,3.941726457,0,2016-Dec14-1536-CN-Plate4-193.Raw,2016-dec14-1536-cn-plate4-193.raw,13:A,0.467,41160.68710,0,0,0,0,0,0,1.769,20571.99633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,11396.74663,1.111,34190.85802,0,0,0,0,0,0
21578.90881,2151.32014,19747.97635,0.948682226,7.774794319,0.817040732,2016-Dec14-1536-CN-Plate4-209.Raw,2016-dec14-1536-cn-plate4-209.raw,14:A,0.467,38960.72460,0.880,2151.32014,0,0,0,0,1.769,19747.97635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,21578.90881,0,0,1.170,45725.50473,0,0,0,0
4889.14780,0,21035.87447,1.337543187,2.331533569,0,2016-Dec14-1536-CN-Plate4-225.Raw,2016-dec14-1536-cn-plate4-225.raw,15:A,0.468,42447.54569,0,0,0,0,1.417,4889.14780,1.769,21035.87447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,23192.50086,0,0
31323.57116,0,20553.98632,1.337543187,15.28777504,0,2016-Dec14-1536-CN-Plate4-241.Raw,2016-dec14-1536-cn-plate4-241.raw,16:A,0.469,35469.89722,0,0,0,0,1.417,31323.57116,1.769,20553.98632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.338,32100.19484
47509.46625,0,20336.19041,1.337543187,23.43579167,0,2016-Dec14-1536-CN-Plate4-257.Raw,2016-dec14-1536-cn-plate4-257.raw,17:A,0.468,30734.07427,0,0,1.391,31656.86687,1.417,47509.46625,1.769,20336.19041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15354.59725,0,20861.42855,2.843725517,15.69796379,0,2016-Dec14-1536-CN-Plate4-273.Raw,2016-dec14-1536-cn-plate4-273.raw,18:A,0.468,33633.82591,0,0,0,0,0,0,1.768,20861.42855,0,0,0,0,0,0,0.575,18515.86966,0.754,15354.59725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25763.58265,0,20101.98146,2.843725517,27.33482675,0,2016-Dec14-1536-CN-Plate4-289.Raw,2016-dec14-1536-cn-plate4-289.raw,19:A,0.468,31343.98448,0,0,0,0,0,0,1.770,20101.98146,0,0,0,0,0,0,0,0,0.755,25763.58265,0.627,26155.33403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32319.48653,0,20011.07880,2.843725517,34.44632451,0,2016-Dec14-1536-CN-Plate4-305.Raw,2016-dec14-1536-cn-plate4-305.raw,20:A,0.468,25830.86296,0,0,0,0,0,0,1.769,20011.07880,0,0,0,0,0,0,0,0,0.755,32319.48653,0,0,0.702,20920.13973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11415.07129,0,20539.76046,2.174082389,9.061926079,0,2016-Dec14-1536-CN-Plate4-321.Raw,2016-dec14-1536-cn-plate4-321.raw,21:A,0.469,39659.01181,0,0,0,0,0,0,1.769,20539.76046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596,17922.60892,0.723,11415.07129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23499.59858,0,19050.82521,2.174082389,20.11332693,0,2016-Dec14-1536-CN-Plate4-337.Raw,2016-dec14-1536-cn-plate4-337.raw,22:A,0.468,32341.79319,0,0,0,0,0,0,1.769,19050.82521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723,23499.59858,0.642,22556.23136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30600.11623,0,19235.10578,2.174082389,25.93974836,0,2016-Dec14-1536-CN-Plate4-353.Raw,2016-dec14-1536-cn-plate4-353.raw,23:A,0.469,28938.86345,0,0,0,0,0,0,1.769,19235.10578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723,30600.11623,0,0,0.705,21421.89343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,17047.79303,,0,0,2016-Dec14-1536-CN-Plate4-369.Raw,2016-dec14-1536-cn-plate4-369.raw,24:A,0.469,35624.70264,0,0,0,0,0,0,1.769,17047.79303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73397.59229,68453.64580,20436.19044,1.337543187,36.02889558,25.12221371,2016-Dec14-1536-CN-Plate4-2.Raw,2016-dec14-1536-cn-plate4-2.raw,1:B,0.466,25899.46565,0,0,1.391,19510.33118,1.417,73397.59229,1.769,20436.19044,0.880,68453.64580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33063.70563,64876.18817,21415.99583,2.843725517,32.92776022,22.71999935,2016-Dec14-1536-CN-Plate4-18.Raw,2016-dec14-1536-cn-plate4-18.raw,2:B,0.466,27433.28767,0,0,0,0,0,0,1.769,21415.99583,0.880,64876.18817,0,0,0,0,0.575,12811.34859,0.753,33063.70563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53405.08479,66936.51512,19126.28519,2.843725517,59.55262648,26.24784994,2016-Dec14-1536-CN-Plate4-34.Raw,2016-dec14-1536-cn-plate4-34.raw,3:B,0.466,20081.16314,0,0,0,0,0,0,1.770,19126.28519,0.880,66936.51512,0,0,0,0,0,0,0.755,53405.08479,0.627,15069.07888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55540.30114,64957.11317,20563.36394,2.843725517,57.6053748,23.69156867,2016-Dec14-1536-CN-Plate4-50.Raw,2016-dec14-1536-cn-plate4-50.raw,4:B,0.466,17179.74751,0,0,0,0,0,0,1.771,20563.36394,0.881,64957.11317,0,0,0,0,0,0,0.755,55540.30114,0,0,0.703,10067.43131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22942.34796,65256.83648,20261.08694,2.174082389,18.46342998,24.15597323,2016-Dec14-1536-CN-Plate4-66.Raw,2016-dec14-1536-cn-plate4-66.raw,5:B,0.467,34791.08364,0,0,0,0,0,0,1.769,20261.08694,0.880,65256.83648,0,0,0,0,0,0,0,0,0,0,0,0,0.595,13152.87932,0.721,22942.34796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46160.57473,64346.97105,20447.80218,2.174082389,36.80966237,23.60167018,2016-Dec14-1536-CN-Plate4-82.Raw,2016-dec14-1536-cn-plate4-82.raw,6:B,0.466,28231.75810,0,0,0,0,0,0,1.769,20447.80218,0.880,64346.97105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720,46160.57473,0.643,16749.72374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55950.55206,66334.63542,20579.53736,2.174082389,44.33084711,24.17497328,2016-Dec14-1536-CN-Plate4-98.Raw,2016-dec14-1536-cn-plate4-98.raw,7:B,0.466,24802.72486,0,0,0,0,0,0,1.769,20579.53736,0.880,66334.63542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.720,55950.55206,0,0,0.705,15188.13020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,62021.78157,18806.27986,,0,24.73446983,2016-Dec14-1536-CN-Plate4-114.Raw,2016-dec14-1536-cn-plate4-114.raw,8:B,0.468,41673.92055,0,0,0,0,0,0,1.769,18806.27986,0.880,62021.78157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69195.86076,59542.64151,20392.87047,1.042356705,26.52646529,21.89833021,2016-Dec14-1536-CN-Plate4-130.Raw,2016-dec14-1536-cn-plate4-130.raw,9:B,0.467,22236.97662,0,0,0,0,0,0,1.769,20392.87047,0.880,59542.64151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.391,69195.86076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110293.091,66211.47546,21517.16473,1.042356705,40.07198822,23.07860131,2016-Dec14-1536-CN-Plate4-146.Raw,2016-dec14-1536-cn-plate4-146.raw,10:B,0.467,8332.77941,0,0,0,0,0,0,1.769,21517.16473,0.880,66211.47546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.391,110293.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118171.3387,63932.91938,20973.62029,1.042356705,44.04700483,22.86190409,2016-Dec14-1536-CN-Plate4-162.Raw,2016-dec14-1536-cn-plate4-162.raw,11:B,0.467,2712.00360,0,0,0,0,0,0,1.769,20973.62029,0.880,63932.91938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.392,118171.3387,0,0,0,0,1.311,1722.32868,0,0,0,0,0,0,0,0,0,0,0,0
2277.51449,66178.40862,19190.25357,0.948682226,0.844427684,25.86407016,2016-Dec14-1536-CN-Plate4-178.Raw,2016-dec14-1536-cn-plate4-178.raw,12:B,0.468,41610.07838,0,0,0,0,0,0,1.770,19190.25357,0.880,66178.40862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.073,23841.18412,1.221,2277.51449,0,0,0,0,0,0,0,0
30406.30781,69181.97805,20394.62897,0.948682226,10.60791195,25.44124908,2016-Dec14-1536-CN-Plate4-194.Raw,2016-dec14-1536-cn-plate4-194.raw,13:B,0.468,35725.02489,0,0,0,0,0,0,1.769,20394.62897,0.880,69181.97805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,30406.30781,1.111,30766.66523,0,0,0,0,0,0
54384.00793,71483.62439,19894.77225,0.948682226,19.44976087,26.94814378,2016-Dec14-1536-CN-Plate4-210.Raw,2016-dec14-1536-cn-plate4-210.raw,14:B,0.468,32090.22549,0,0,0,0,0,0,1.769,19894.77225,0.880,71483.62439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.220,54384.00793,0,0,1.170,32636.75855,0,0,0,0
9220.14729,68336.26159,19792.32777,1.337543187,4.67315366,25.89498153,2016-Dec14-1536-CN-Plate4-226.Raw,2016-dec14-1536-cn-plate4-226.raw,15:B,0.469,41741.03614,0,0,0,0,1.418,9220.14729,1.770,19792.32777,0.880,68336.26159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.308,21442.66119,0,0
69446.72341,69952.49628,20665.71474,1.337543187,33.71090461,25.38715592,2016-Dec14-1536-CN-Plate4-242.Raw,2016-dec14-1536-cn-plate4-242.raw,16:B,0.468,26037.63109,0,0,0,0,1.418,69446.72341,1.769,20665.71474,0.880,69952.49628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.339,22864.39067
117048.3376,71028.48817,19916.78904,1.337543187,58.95423439,26.7469651,2016-Dec14-1536-CN-Plate4-258.Raw,2016-dec14-1536-cn-plate4-258.raw,17:B,0.467,12242.15436,0,0,1.391,10837.59509,1.418,117048.3376,1.769,19916.78904,0.880,71028.48817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32069.61434,69461.71530,21130.62481,2.843725517,32.36907857,24.65439946,2016-Dec14-1536-CN-Plate4-274.Raw,2016-dec14-1536-cn-plate4-274.raw,18:B,0.469,27513.85357,0,0,0,0,0,0,1.770,21130.62481,0.880,69461.71530,0,0,0,0,0.576,15665.23143,0.755,32069.61434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55302.98388,68614.13104,20228.28536,2.843725517,58.30938102,25.43992107,2016-Dec14-1536-CN-Plate4-290.Raw,2016-dec14-1536-cn-plate4-290.raw,19:B,0.468,14501.38234,0,0,0,0,0,0,1.769,20228.28536,0.880,68614.13104,0,0,0,0,0,0,0.755,55302.98388,0.626,14097.20401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58955.52667,69728.54911,19761.39899,2.843725517,63.62909921,26.46392185,2016-Dec14-1536-CN-Plate4-306.Raw,2016-dec14-1536-cn-plate4-306.raw,20:B,0.468,13388.14773,0,0,0,0,0,0,1.769,19761.39899,0.880,69728.54911,0,0,0,0,0,0,0.755,58955.52667,0,0,0.702,6566.46083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19085.14786,67739.80947,20546.57335,2.174082389,15.1458408,24.72668131,2016-Dec14-1536-CN-Plate4-322.Raw,2016-dec14-1536-cn-plate4-322.raw,21:B,0.468,35198.82168,0,0,0,0,0,0,1.769,20546.57335,0.880,67739.80947,0,0,0,0,0,0,0,0,0,0,0,0,0.595,14671.67453,0.723,19085.14786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37089.27890,65914.04176,18902.56939,2.174082389,31.9937252,26.1528104,2016-Dec14-1536-CN-Plate4-338.Raw,2016-dec14-1536-cn-plate4-338.raw,22:B,0.469,27497.84017,0,0,0,0,0,0,1.770,18902.56939,0.880,65914.04176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723,37089.27890,0.643,17962.13344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63878.81675,65672.83814,19518.23511,2.174082389,53.36463944,25.23518563,2016-Dec14-1536-CN-Plate4-354.Raw,2016-dec14-1536-cn-plate4-354.raw,23:B,0.469,17317.41530,0,0,0,0,0,0,1.769,19518.23511,0.880,65672.83814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,63878.81675,0,0,0.705,12241.45017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,63085.07926,18167.49071,,0,26.04311746,2016-Dec14-1536-CN-Plate4-370.Raw,2016-dec14-1536-cn-plate4-370.raw,24:B,0.469,39547.33217,0,0,0,0,0,0,1.769,18167.49071,0.880,63085.07926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95648.76781,3339.67383,18983.18200,1.337543187,50.54514481,1.319460232,2016-Dec14-1536-CN-Plate4-3.Raw,2016-dec14-1536-cn-plate4-3.raw,1:C,0.466,22233.74852,0,0,1.392,17586.53274,1.418,95648.76781,1.770,18983.18200,0,0,0.374,3339.67383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36452.49347,2458.44718,19838.02456,2.843725517,39.19022489,0.929445056,2016-Dec14-1536-CN-Plate4-19.Raw,2016-dec14-1536-cn-plate4-19.raw,2:C,0.466,26183.55784,0,0,0,0,0,0,1.769,19838.02456,0,0,0.373,2458.44718,0,0,0.575,12902.92482,0.753,36452.49347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53273.92419,3495.72671,19213.36305,2.843725517,59.13712916,1.364568517,2016-Dec14-1536-CN-Plate4-35.Raw,2016-dec14-1536-cn-plate4-35.raw,3:C,0.465,19255.57248,0,0,0,0,0,0,1.769,19213.36305,0,0,0.374,3495.72671,0,0,0,0,0.754,53273.92419,0.626,16575.14146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55942.58553,3241.34919,18801.07350,2.843725517,63.46127974,1.2930176,2016-Dec14-1536-CN-Plate4-51.Raw,2016-dec14-1536-cn-plate4-51.raw,4:C,0.465,17934.58249,0,0,0,0,0,0,1.769,18801.07350,0,0,0.373,3241.34919,0,0,0,0,0.753,55942.58553,0,0,0.701,7566.07066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17042.15668,2633.00876,19081.97889,2.174082389,14.56258268,1.034880387,2016-Dec14-1536-CN-Plate4-67.Raw,2016-dec14-1536-cn-plate4-67.raw,5:C,0.469,36697.05095,0,0,0,0,0,0,1.771,19081.97889,0,0,0.375,2633.00876,0,0,0,0,0,0,0,0,0,0,0.598,13341.32831,0.724,17042.15668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50983.54499,2797.11488,19465.67591,2.174082389,42.70687587,1.077710412,2016-Dec14-1536-CN-Plate4-83.Raw,2016-dec14-1536-cn-plate4-83.raw,6:C,0.466,25790.59452,0,0,0,0,0,0,1.770,19465.67591,0,0,0.374,2797.11488,0,0,0,0,0,0,0,0,0,0,0,0,0.720,50983.54499,0.643,15714.07542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61350.20046,3147.89803,19546.40694,2.174082389,51.1783537,1.207855505,2016-Dec14-1536-CN-Plate4-99.Raw,2016-dec14-1536-cn-plate4-99.raw,7:C,0.467,22352.31143,0,0,0,0,0,0,1.770,19546.40694,0,0,0.374,3147.89803,0,0,0,0,0,0,0,0,0,0,0,0,0.720,61350.20046,0,0,0.705,15895.73981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,2854.01046,19098.97429,,0,1.120744922,2016-Dec14-1536-CN-Plate4-115.Raw,2016-dec14-1536-cn-plate4-115.raw,8:C,0.467,41387.58336,0,0,0,0,0,0,1.769,19098.97429,0,0,0.374,2854.01046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
