product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,Prod-to-IS-Ratio,UV210_BTMG Rt(min),UV210_BTMG AreaAbs,UV210_Toluidine Rt(min),UV210_Toluidine AreaAbs,UV210_Additive_28 Rt(min),UV210_Additive_28 AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_MTBD Rt(min),UV210_MTBD AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Additive_22 Rt(min),UV210_Additive_22 AreaAbs,UV210_Additive_24 Rt(min),UV210_Additive_24 AreaAbs,UV210_Additive_26 Rt(min),UV210_Additive_26 AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs
109053.8355,28631.06996,22612.97805,1.042356705,37.70168941,9.49600819,2017-Feb17-1536-CN-Plate2-11.Raw,2017-feb17-1536-cn-plate2-11.raw,A:11,0.0000,0,0,0.465,10408.08059,0.638,28631.06996,0,0,0,0,1.776,22612.97805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,39172.73001,1.396,109053.8355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20323.41449,23370.35864,0.948682226,0,6.522176705,2017-Feb17-1536-CN-Plate2-12.Raw,2017-feb17-1536-cn-plate2-12.raw,A:12,0.0000,0,0,0.466,51238.03860,0.638,20323.41449,0,0,0,0,1.776,23370.35864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,41522.83517,0,0,1.075,26597.25576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25904.05895,23775.55578,22940.89782,0.948682226,8.034140762,7.772872265,2017-Feb17-1536-CN-Plate2-13.Raw,2017-feb17-1536-cn-plate2-13.raw,A:13,0.0000,0,0,0.465,43753.37764,0.638,23775.55578,0,0,0,0,1.776,22940.89782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,38528.50862,0,0,0,0,1.112,33334.29736,1.223,25904.05895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64957.08297,28863.66216,22897.28839,0.948682226,20.18480169,9.454283956,2017-Feb17-1536-CN-Plate2-14.Raw,2017-feb17-1536-cn-plate2-14.raw,A:14,0.0000,0,0,0.465,35755.36677,0.638,28863.66216,0,0,0,0,1.776,22897.28839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,40748.47539,0,0,0,0,0,0,1.223,64957.08297,1.173,34810.84713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491.10437,21875.91746,22583.42936,1.337543187,0.662349524,7.265033949,2017-Feb17-1536-CN-Plate2-15.Raw,2017-feb17-1536-cn-plate2-15.raw,A:15,0.0000,0,0,0.466,52011.79180,0.638,21875.91746,0,0,1.421,1491.10437,1.776,22583.42936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,41074.05844,0,0,0,0,0,0,0,0,0,0,1.310,23647.27831,0,0,0,0,0,0,0,0,0,0,0,0
51771.13804,25332.36087,23847.56667,1.337543187,21.77773542,7.96696406,2017-Feb17-1536-CN-Plate2-16.Raw,2017-feb17-1536-cn-plate2-16.raw,A:16,0.0000,0,0,0.465,39873.77962,0.638,25332.36087,0,0,1.421,51771.13804,1.776,23847.56667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,40412.09449,0,0,0,0,0,0,0,0,0,0,0,0,1.341,29910.38204,0,0,0,0,0,0,0,0,0,0
117787.732,30467.75254,22177.10163,1.337543187,53.28001638,10.30378757,2017-Feb17-1536-CN-Plate2-17.Raw,2017-feb17-1536-cn-plate2-17.raw,A:17,0.0000,0,0,0.465,15684.88380,0.638,30467.75254,1.395,12334.66919,1.421,117787.732,1.776,22177.10163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,38855.60324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26902.25723,27409.70703,23997.70746,2.843725517,23.90935743,8.566351728,2017-Feb17-1536-CN-Plate2-18.Raw,2017-feb17-1536-cn-plate2-18.raw,A:18,0.0000,0,0,0.466,38438.01571,0.638,27409.70703,0,0,0,0,1.776,23997.70746,0.576,24992.54435,0.754,26902.25723,0,0,0,0,0,0,0,0,0,0,0,0,0.304,42762.15045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53348.28669,32545.46121,24127.74000,2.843725517,47.15771685,10.11661097,2017-Feb17-1536-CN-Plate2-19.Raw,2017-feb17-1536-cn-plate2-19.raw,A:19,0.0000,0,0,0.465,21914.39193,0.637,32545.46121,0,0,0,0,1.776,24127.74000,0,0,0.754,53348.28669,0.637,32545.46121,0,0,0,0,0,0,0,0,0,0,0.303,40894.27782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67659.68944,36650.05147,23075.56763,2.843725517,62.53548833,11.91196639,2017-Feb17-1536-CN-Plate2-20.Raw,2017-feb17-1536-cn-plate2-20.raw,A:20,0.0000,0,0,0.465,15033.68098,0.638,36650.05147,0,0,0,0,1.776,23075.56763,0,0,0.755,67659.68944,0,0,0.704,7019.56065,0,0,0,0,0,0,0,0,0.304,41906.23054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6399.60888,21753.91802,22795.67718,2.174082389,4.577603745,7.157251083,2017-Feb17-1536-CN-Plate2-21.Raw,2017-feb17-1536-cn-plate2-21.raw,A:21,0.0000,0,0,0.465,44882.01787,0.638,21753.91802,0,0,0,0,1.776,22795.67718,0,0,0,0,0,0,0,0,0.596,14931.17062,0.724,6399.60888,0,0,0,0,0.303,39709.20430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30470.92560,44878.35489,23442.33206,2.174082389,21.19444726,14.35811339,2017-Feb17-1536-CN-Plate2-22.Raw,2017-feb17-1536-cn-plate2-22.raw,A:22,0.0000,0,0,0.466,38981.48683,0.640,44878.35489,0,0,0,0,1.776,23442.33206,0,0,0,0,0,0,0,0,0,0,0.723,30470.92560,0.640,44878.35489,0,0,0.304,42528.79039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58882.05993,26006.18555,22859.36867,2.174082389,42.00065126,8.532448752,2017-Feb17-1536-CN-Plate2-23.Raw,2017-feb17-1536-cn-plate2-23.raw,A:23,0.0000,0,0,0.465,26455.43170,0.637,26006.18555,0,0,0,0,1.775,22859.36867,0,0,0,0,0,0,0,0,0,0,0.721,58882.05993,0,0,0.705,16037.58137,0.303,41583.78803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,8904.69416,22455.90323,,0,2.974060118,2017-Feb17-1536-CN-Plate2-24.Raw,2017-feb17-1536-cn-plate2-24.raw,A:24,0.0000,0,0,0.465,50196.73549,0.638,8904.69416,0,0,0,0,1.776,22455.90323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,44481.88092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65961.04529,84007.65584,22003.69680,1.337543187,30.07190595,28.63416201,2017-Feb17-1536-CN-Plate2-25.Raw,2017-feb17-1536-cn-plate2-25.raw,B:1,0.0000,0.431,41840.14977,0.465,36209.84662,0,0,1.395,32486.21406,1.421,65961.04529,1.776,22003.69680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,84007.65584,0,0,0,0,0,0,0,0
26058.03689,85466.78465,24647.24127,2.843725517,22.54874195,26.0070033,2017-Feb17-1536-CN-Plate2-26.Raw,2017-feb17-1536-cn-plate2-26.raw,B:2,0.0000,0.430,39151.71430,0.465,40388.44567,0,0,0,0,0,0,1.776,24647.24127,0.575,23999.69223,0.753,26058.03689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,85466.78465,0,0,0,0,0,0,0,0
41770.83383,85605.32579,24208.08180,2.843725517,36.80117668,26.52171902,2017-Feb17-1536-CN-Plate2-27.Raw,2017-feb17-1536-cn-plate2-27.raw,B:3,0.0000,0.430,52605.90408,0.465,32555.55658,0,0,0,0,0,0,1.776,24208.08180,0,0,0.754,41770.83383,0.627,19395.24588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,85605.32579,0,0,0,0,0,0,0,0
46022.18506,83692.70966,23255.31877,2.843725517,42.20791273,26.9914736,2017-Feb17-1536-CN-Plate2-28.Raw,2017-feb17-1536-cn-plate2-28.raw,B:4,0.0000,0.429,56753.66997,0.465,30465.66494,0,0,0,0,0,0,1.776,23255.31877,0,0,0.754,46022.18506,0,0,0.703,17848.47119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,83692.70966,0,0,0,0,0,0,0,0
12068.85169,79424.29286,22494.73977,2.174082389,8.748271213,26.48095522,2017-Feb17-1536-CN-Plate2-29.Raw,2017-feb17-1536-cn-plate2-29.raw,B:5,0.0000,0.433,24632.43270,0.465,45073.54653,0,0,0,0,0,0,1.776,22494.73977,0,0,0,0,0,0,0,0,0.596,9976.66673,0.724,12068.85169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,79424.29286,0,0,0,0,0,0,0,0
28102.51983,83028.24902,23949.89980,2.174082389,19.13281286,26.0006043,2017-Feb17-1536-CN-Plate2-30.Raw,2017-feb17-1536-cn-plate2-30.raw,B:6,0.0000,0.432,31806.02793,0.465,40125.98768,0,0,0,0,0,0,1.776,23949.89980,0,0,0,0,0,0,0,0,0,0,0.723,28102.51983,0.644,14525.53657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,83028.24902,0,0,0,0,0,0,0,0
39715.43514,84861.17237,23569.98712,2.174082389,27.47497093,27.00293342,2017-Feb17-1536-CN-Plate2-31.Raw,2017-feb17-1536-cn-plate2-31.raw,B:7,0.0000,0.431,39264.47308,0.465,37310.87097,0,0,0,0,0,0,1.776,23569.98712,0,0,0,0,0,0,0,0,0,0,0.723,39715.43514,0,0,0.706,28194.80873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,84861.17237,0,0,0,0,0,0,0,0
,77862.64196,23532.37391,,0,24.81559307,2017-Feb17-1536-CN-Plate2-32.Raw,2017-feb17-1536-cn-plate2-32.raw,B:8,0.0000,0.434,19034.64306,0.466,50662.47321,0,0,0,0,0,0,1.776,23532.37391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978,77862.64196,0,0,0,0,0,0,0,0
27893.84738,79737.59192,23293.41990,1.042356705,9.361658454,25.67385734,2017-Feb17-1536-CN-Plate2-33.Raw,2017-feb17-1536-cn-plate2-33.raw,B:9,0.0000,0,0,0.466,43902.98520,0,0,0,0,0,0,1.776,23293.41990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,44844.18573,1.396,27893.84738,0,0,0,0,0,0,0,0,0,0,0,0,0.978,79737.59192,0,0,0,0,0,0,0,0
67861.08208,82928.90625,23977.89162,1.042356705,22.12521071,25.93917793,2017-Feb17-1536-CN-Plate2-34.Raw,2017-feb17-1536-cn-plate2-34.raw,B:10,0.0000,0,0,0.465,32944.39742,0,0,0,0,0,0,1.776,23977.89162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,46049.68411,1.396,67861.08208,0,0,0,0,0,0,0,0,0,0,0,0,0.977,82928.90625,0,0,0,0,0,0,0,0
117587.8657,78871.91177,23671.44775,1.042356705,38.83428513,24.9895716,2017-Feb17-1536-CN-Plate2-35.Raw,2017-feb17-1536-cn-plate2-35.raw,B:11,0.0000,0,0,0.465,10021.61014,0,0,0,0,0,0,1.776,23671.44775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,43656.83251,1.396,117587.8657,0,0,0,0,0,0,0,0,0,0,0,0,0.977,78871.91177,0,0,0,0,0,0,0,0
0,79958.25087,23574.28289,0.948682226,0,25.43818128,2017-Feb17-1536-CN-Plate2-36.Raw,2017-feb17-1536-cn-plate2-36.raw,B:12,0.0000,0,0,0.465,51748.98196,0,0,0,0,0,0,1.776,23574.28289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,44581.62704,0,0,1.074,26817.16462,0,0,0,0,0,0,0,0,0,0,0.977,79958.25087,0,0,0,0,0,0,0,0
31917.41850,84616.03360,23804.01834,0.948682226,9.540244592,26.66021522,2017-Feb17-1536-CN-Plate2-37.Raw,2017-feb17-1536-cn-plate2-37.raw,B:13,0.0000,0,0,0.465,43703.07202,0,0,0,0,0,0,1.776,23804.01834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,42798.54766,0,0,0,0,1.112,35295.68713,1.223,31917.41850,0,0,0,0,0,0,0.977,84616.03360,0,0,0,0,0,0,0,0
70248.36775,85252.69483,23339.83659,0.948682226,21.41511712,27.39501662,2017-Feb17-1536-CN-Plate2-38.Raw,2017-feb17-1536-cn-plate2-38.raw,B:14,0.0000,0,0,0.465,34010.58815,0,0,0,0,0,0,1.776,23339.83659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,44945.29284,0,0,0,0,0,0,1.223,70248.36775,1.173,35366.74080,0,0,0,0,0.977,85252.69483,0,0,0,0,0,0,0,0
5317.89909,79783.07826,24060.88092,1.337543187,2.217163117,24.86912633,2017-Feb17-1536-CN-Plate2-39.Raw,2017-feb17-1536-cn-plate2-39.raw,B:15,0.0000,0,0,0.466,50781.10995,0,0,0,0,1.421,5317.89909,1.776,24060.88092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,44281.23507,0,0,0,0,0,0,0,0,0,0,1.311,17925.87490,0,0,0.977,79783.07826,0,0,0,0,0,0,0,0
63781.27847,87165.84486,24765.08951,1.337543187,25.83582864,26.39779825,2017-Feb17-1536-CN-Plate2-40.Raw,2017-feb17-1536-cn-plate2-40.raw,B:16,0.0000,0,0,0.466,37456.91836,0,0,0,0,1.421,63781.27847,1.776,24765.08951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,45873.37591,0,0,0,0,0,0,0,0,0,0,0,0,1.342,25448.85693,0.977,87165.84486,0,0,0,0,0,0,0,0
125423.0823,84171.26549,23366.75679,1.337543187,53.84533811,27.01635049,2017-Feb17-1536-CN-Plate2-41.Raw,2017-feb17-1536-cn-plate2-41.raw,B:17,0.0000,0,0,0.465,15407.87154,0,0,1.396,11804.77735,1.421,125423.0823,1.776,23366.75679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,43204.06136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,84171.26549,0,0,0,0,0,0,0,0
30005.74214,85447.24710,25226.61072,2.843725517,25.36847762,25.40390227,2017-Feb17-1536-CN-Plate2-42.Raw,2017-feb17-1536-cn-plate2-42.raw,B:18,0.0000,0,0,0.465,37504.74860,0,0,0,0,0,0,1.776,25226.61072,0.575,25963.95581,0.754,30005.74214,0,0,0,0,0,0,0,0,0,0,0,0,0.304,43427.58021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,85447.24710,0,0,0,0,0,0,0,0
60977.88013,86021.92630,25545.51397,2.843725517,50.91041247,25.25548901,2017-Feb17-1536-CN-Plate2-43.Raw,2017-feb17-1536-cn-plate2-43.raw,B:19,0.0000,0,0,0.466,19819.09922,0,0,0,0,0,0,1.776,25545.51397,0,0,0.755,60977.88013,0.628,10106.91446,0,0,0,0,0,0,0,0,0,0,0.305,44885.31246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.978,86021.92630,0,0,0,0,0,0,0,0
72028.62130,90011.85163,24501.50389,2.843725517,62.69909879,27.55295717,2017-Feb17-1536-CN-Plate2-44.Raw,2017-feb17-1536-cn-plate2-44.raw,B:20,0.0000,0,0,0.465,15992.20864,0,0,0,0,0,0,1.776,24501.50389,0,0,0.755,72028.62130,0,0,0.704,8408.97420,0,0,0,0,0,0,0,0,0.305,46002.08540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,90011.85163,0,0,0,0,0,0,0,0
7516.56748,85234.47928,24485.47868,2.174082389,5.005508734,26.10766173,2017-Feb17-1536-CN-Plate2-45.Raw,2017-feb17-1536-cn-plate2-45.raw,B:21,0.0000,0,0,0.466,48545.37494,0,0,0,0,0,0,1.776,24485.47868,0,0,0,0,0,0,0,0,0.597,11534.12708,0.725,7516.56748,0,0,0,0,0.304,44131.80156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,85234.47928,0,0,0,0,0,0,0,0
36023.62811,86037.21344,23562.45733,2.174082389,24.92895829,27.38590003,2017-Feb17-1536-CN-Plate2-46.Raw,2017-feb17-1536-cn-plate2-46.raw,B:22,0.0000,0,0,0.466,36754.80097,0,0,0,0,0,0,1.776,23562.45733,0,0,0,0,0,0,0,0,0,0,0.723,36023.62811,0.644,17169.94601,0,0,0.303,42905.04705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,86037.21344,0,0,0,0,0,0,0,0
63571.70040,84473.60942,24060.40362,2.174082389,43.08223061,26.33173079,2017-Feb17-1536-CN-Plate2-47.Raw,2017-feb17-1536-cn-plate2-47.raw,B:23,0.0000,0,0,0.465,27347.52296,0,0,0,0,0,0,1.776,24060.40362,0,0,0,0,0,0,0,0,0,0,0.721,63571.70040,0,0,0.706,16746.15170,0.304,44132.04955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,84473.60942,0,0,0,0,0,0,0,0
,79171.13124,23875.62055,,0,24.86986603,2017-Feb17-1536-CN-Plate2-48.Raw,2017-feb17-1536-cn-plate2-48.raw,B:24,0.0000,0,0,0.466,50273.29176,0,0,0,0,0,0,1.776,23875.62055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,42934.90400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.977,79171.13124,0,0,0,0,0,0,0,0
58004.06330,118085.306,19859.60043,1.337543187,29.29928272,44.59504604,2017-Feb17-1536-CN-Plate2-49.Raw,2017-feb17-1536-cn-plate2-49.raw,C:1,0.0000,0.431,36938.54432,0.465,33913.55250,0,0,1.395,29850.67544,1.421,58004.06330,1.776,19859.60043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,118085.306,0,0,0,0,0,0
28506.15975,123305.4638,23321.38329,2.843725517,26.0695387,39.65420778,2017-Feb17-1536-CN-Plate2-50.Raw,2017-feb17-1536-cn-plate2-50.raw,C:2,0.0000,0.430,44620.16169,0.465,35756.35927,0,0,0,0,0,0,1.776,23321.38329,0.576,24950.38780,0.754,28506.15975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,123305.4638,0,0,0,0,0,0
41341.34659,117172.505,21863.16640,2.843725517,40.32928262,40.19517447,2017-Feb17-1536-CN-Plate2-51.Raw,2017-feb17-1536-cn-plate2-51.raw,C:3,0.0000,0.430,50480.02742,0.465,27379.79783,0,0,0,0,0,0,1.776,21863.16640,0,0,0.755,41341.34659,0.628,14525.03914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.223,117172.505,0,0,0,0,0,0
50389.41220,125744.2249,23072.61890,2.843725517,46.57912629,40.87449678,2017-Feb17-1536-CN-Plate2-52.Raw,2017-feb17-1536-cn-plate2-52.raw,C:4,0.0000,0.429,61770.65632,0.465,27398.42804,0,0,0,0,0,0,1.776,23072.61890,0,0,0.754,50389.41220,0,0,0.703,14614.77495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,125744.2249,0,0,0,0,0,0
