product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,Prod-to-IS-Ratio,UV210_Toluidine Rt(min),UV210_Toluidine AreaAbs,UV210_Additive_28 Rt(min),UV210_Additive_28 AreaAbs,UV210_P2Et Rt(min),UV210_P2Et AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_BTMG Rt(min),UV210_BTMG AreaAbs,UV210_Additive_22 Rt(min),UV210_Additive_22 AreaAbs,UV210_Additive_24 Rt(min),UV210_Additive_24 AreaAbs,UV210_Additive_26 Rt(min),UV210_Additive_26 AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs
47425.18598,11596.76608,21682.53460,2.843725517,46.64960106,4.011327521,2017-Feb17-1536-CN-Plate1-11.Raw,2017-feb17-1536-cn-plate1-11.raw,A:11,0.0000,0.463,14473.09106,0.638,11596.76608,0.996,13883.27387,0,0,1.776,21682.53460,0,0,0,0,0,0,0.750,47425.18598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48234.21760,12805.83509,21497.84276,2.843725517,47.85301388,4.467600152,2017-Feb17-1536-CN-Plate1-12.Raw,2017-feb17-1536-cn-plate1-12.raw,A:12,0.0000,0.463,14853.57875,0.638,12805.83509,0.996,13808.75015,0,0,1.776,21497.84276,0,0,0,0,0,0,0.750,48234.21760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29776.86655,3650.02082,22635.85319,2.174082389,21.44960942,1.209371549,2017-Feb17-1536-CN-Plate1-13.Raw,2017-feb17-1536-cn-plate1-13.raw,A:13,0.0000,0.463,25503.60014,0.638,3650.02082,0.995,15516.35933,0,0,1.776,22635.85319,0,0,0,0,0,0,0,0,0.719,29776.86655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36518.15191,22453.52525,21483.12802,2.174082389,27.71714775,7.83877671,2017-Feb17-1536-CN-Plate1-14.Raw,2017-feb17-1536-cn-plate1-14.raw,A:14,0.0000,0.463,25421.44071,0.642,22453.52525,0.995,19637.89801,0,0,1.776,21483.12802,0,0,0,0,0,0,0,0,0.719,36518.15191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67865.67609,16553.53439,21189.43859,2.174082389,52.2237426,5.859122246,2017-Feb17-1536-CN-Plate1-15.Raw,2017-feb17-1536-cn-plate1-15.raw,A:15,0.0000,0.463,17299.08592,0.638,16553.53439,0.994,19660.49151,0,0,1.776,21189.43859,0,0,0,0,0,0,0,0,0.718,67865.67609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,21657.62176,,0,0,2017-Feb17-1536-CN-Plate1-16.Raw,2017-feb17-1536-cn-plate1-16.raw,A:16,0.0000,0.463,36414.20868,0,0,0.997,13900.31511,0,0,1.776,21657.62176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44506.17142,34908.19169,22555.88557,1.042356705,15.42545497,11.6072341,2017-Feb17-1536-CN-Plate1-17.Raw,2017-feb17-1536-cn-plate1-17.raw,A:17,0.0000,0.463,35303.26990,0.638,34908.19169,0,0,1.396,44506.17142,1.776,22555.88557,0,0,0,0,0,0,0,0,0,0,0.426,44423.57011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85198.13256,39160.51685,22138.27543,1.042356705,30.08596307,13.26679147,2017-Feb17-1536-CN-Plate1-18.Raw,2017-feb17-1536-cn-plate1-18.raw,A:18,0.0000,0.462,21330.26000,0.638,39160.51685,0,0,1.396,85198.13256,1.776,22138.27543,0,0,0,0,0,0,0,0,0,0,0.424,58705.65392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100081.6241,42782.99588,21832.45558,1.042356705,35.8368136,14.69704019,2017-Feb17-1536-CN-Plate1-19.Raw,2017-feb17-1536-cn-plate1-19.raw,A:19,0.0000,0.462,13731.89709,0.638,42782.99588,0,0,1.396,100081.6241,1.776,21832.45558,0,0,0,0,0,0,0,0,0,0,0.423,72178.15522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,30635.26758,22492.28856,0.948682226,0,10.2152572,2017-Feb17-1536-CN-Plate1-20.Raw,2017-feb17-1536-cn-plate1-20.raw,A:20,0.0000,0.464,46500.29538,0.638,30635.26758,0,0,0,0,1.776,22492.28856,0,0,0,0,0,0,0,0,0,0,0.426,41198.83541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35769.87516,39352.11573,21839.49929,0.948682226,11.6535106,13.51408617,2017-Feb17-1536-CN-Plate1-21.Raw,2017-feb17-1536-cn-plate1-21.raw,A:21,0.0000,0.463,39555.22855,0.638,39352.11573,0,0,0,0,1.776,21839.49929,1.223,35769.87516,0,0,0,0,0,0,0,0,0.427,35291.22982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51009.85918,43073.35343,21313.82607,0.948682226,17.02843498,15.15683565,2017-Feb17-1536-CN-Plate1-22.Raw,2017-feb17-1536-cn-plate1-22.raw,A:22,0.0000,0.463,39382.55413,0.638,43073.35343,0,0,0,0,1.776,21313.82607,1.223,51009.85918,1.172,33013.57068,0,0,0,0,0,0,0.427,37180.93821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2669.68776,29363.69354,22526.99418,1.337543187,1.188847918,9.776169217,2017-Feb17-1536-CN-Plate1-23.Raw,2017-feb17-1536-cn-plate1-23.raw,A:23,0.0000,0.464,47063.36706,0.638,29363.69354,0,0,0,0,1.776,22526.99418,0,0,0,0,1.421,2669.68776,0,0,0,0,0.427,41039.01553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69290.93289,38615.01343,21453.53325,1.337543187,32.40012299,13.49952964,2017-Feb17-1536-CN-Plate1-24.Raw,2017-feb17-1536-cn-plate1-24.raw,A:24,0.0000,0.463,32269.66266,0.638,38615.01343,0,0,0,0,1.776,21453.53325,0,0,0,0,1.421,69290.93289,0,0,0,0,0.426,45530.36842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52026.16474,82103.51319,22104.12080,1.042356705,18.40035471,27.85798946,2017-Feb17-1536-CN-Plate1-25.Raw,2017-feb17-1536-cn-plate1-25.raw,B:1,0.0000,0.464,26626.52404,0,0,0,0,1.396,52026.16474,1.776,22104.12080,0,0,0,0,0,0,0,0,0,0,0,0,0.977,82103.51319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45753.83324,81968.48314,22008.37272,1.042356705,16.25238798,27.93317101,2017-Feb17-1536-CN-Plate1-26.Raw,2017-feb17-1536-cn-plate1-26.raw,B:2,0.0000,0.464,28460.17105,0,0,0.995,15121.31299,1.396,45753.83324,1.776,22008.37272,0,0,0,0,0,0,0,0,0,0,0,0,0.977,81968.48314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120323.2913,86767.46039,22021.39001,1.042356705,42.71521565,29.55108505,2017-Feb17-1536-CN-Plate1-27.Raw,2017-feb17-1536-cn-plate1-27.raw,B:3,0.0000,0.463,6836.61755,0,0,0.991,18181.76631,1.396,120323.2913,1.776,22021.39001,0,0,0,0,0,0,0,0,0,0,0,0,0.977,86767.46039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,74265.36847,21478.12886,0.948682226,0,25.9329051,2017-Feb17-1536-CN-Plate1-28.Raw,2017-feb17-1536-cn-plate1-28.raw,B:4,0.0000,0.465,47419.39769,0,0,0.996,14061.33081,0,0,1.776,21478.12886,0,0,0,0,0,0,0,0,0,0,0,0,0.977,74265.36847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126140.58200,86706.45766,22941.48573,0.948682226,39.12148383,28.34596052,2017-Feb17-1536-CN-Plate1-29.Raw,2017-feb17-1536-cn-plate1-29.raw,B:5,0.0000,0.463,12798.78265,0,0,0,0,0,0,1.776,22941.48573,1.224,126140.58200,0,0,0,0,0,0,0,0,0,0,0.977,86706.45766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142697.221,85588.64213,21330.55578,0.948682226,47.59873076,30.09367588,2017-Feb17-1536-CN-Plate1-30.Raw,2017-feb17-1536-cn-plate1-30.raw,B:6,0.0000,0.463,3477.10447,0,0,0.994,14952.64591,0,0,1.776,21330.55578,1.223,142697.221,0,0,0,0,0,0,0,0,0,0,0.977,85588.64213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104.26694,76047.91832,22596.80400,1.337543187,3.597789888,25.2407111,2017-Feb17-1536-CN-Plate1-31.Raw,2017-feb17-1536-cn-plate1-31.raw,B:7,0.0000,0.465,47895.97313,0,0,0.996,14408.62340,0,0,1.776,22596.80400,0,0,0,0,1.421,8104.26694,0,0,0,0,0,0,0.977,76047.91832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148378.6296,80024.24476,21267.71057,1.337543187,69.98737297,28.22033188,2017-Feb17-1536-CN-Plate1-32.Raw,2017-feb17-1536-cn-plate1-32.raw,B:8,0.0000,0.463,3725.02155,0,0,0.995,16564.62719,0,0,1.776,21267.71057,0,0,0,0,1.421,148378.6296,0,0,0,0,0,0,0.977,80024.24476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152443.8191,81621.64425,21829.34947,1.337543187,70.05483344,28.04308704,2017-Feb17-1536-CN-Plate1-33.Raw,2017-feb17-1536-cn-plate1-33.raw,B:9,0.0000,0.463,4389.10692,0,0,0.995,16474.09303,0,0,1.776,21829.34947,0,0,0,0,1.421,152443.8191,0,0,0,0,0,0,0.977,81621.64425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21427.91893,85244.45392,21787.63541,2.843725517,20.97581455,29.34386446,2017-Feb17-1536-CN-Plate1-34.Raw,2017-feb17-1536-cn-plate1-34.raw,B:10,0.0000,0.465,38234.85359,0,0,0.995,14644.15907,0,0,1.776,21787.63541,0,0,0,0,0,0,0.751,21427.91893,0,0,0,0,0.977,85244.45392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24018.58816,86294.71049,22092.14004,2.843725517,23.18775097,29.2959552,2017-Feb17-1536-CN-Plate1-35.Raw,2017-feb17-1536-cn-plate1-35.raw,B:11,0.0000,0.464,35228.01186,0,0,0.996,14896.81365,0,0,1.776,22092.14004,0,0,0,0,0,0,0.751,24018.58816,0,0,0,0,0.977,86294.71049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22702.40813,87321.30796,22003.88179,2.843725517,22.00500964,29.76337686,2017-Feb17-1536-CN-Plate1-36.Raw,2017-feb17-1536-cn-plate1-36.raw,B:12,0.0000,0.464,34740.19356,0,0,0.997,14580.20111,0,0,1.776,22003.88179,0,0,0,0,0,0,0.751,22702.40813,0,0,0,0,0.977,87321.30796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24033.22967,76595.46281,21713.20608,2.174082389,18.04784884,26.45698582,2017-Feb17-1536-CN-Plate1-37.Raw,2017-feb17-1536-cn-plate1-37.raw,B:13,0.0000,0.464,34434.30690,0,0,0.998,15054.05386,0,0,1.776,21713.20608,0,0,0,0,0,0,0,0,0.720,24033.22967,0,0,0.977,76595.46281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31401.83306,82767.70445,21720.44320,2.174082389,23.57347354,28.57942599,2017-Feb17-1536-CN-Plate1-38.Raw,2017-feb17-1536-cn-plate1-38.raw,B:14,0.0000,0.464,34385.80594,0,0,0.997,13841.81053,0,0,1.776,21720.44320,0,0,0,0,0,0,0,0,0.720,31401.83306,0,0,0.977,82767.70445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107921.0819,84360.42434,21629.44959,2.174082389,81.35759178,29.25193245,2017-Feb17-1536-CN-Plate1-39.Raw,2017-feb17-1536-cn-plate1-39.raw,B:15,0.0000,0.463,5534.80116,0,0,0.996,14583.46892,0,0,1.776,21629.44959,0,0,0,0,0,0,0,0,0.718,107921.0819,0,0,0.976,84360.42434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,71065.25498,22022.86306,,0,24.201641,2017-Feb17-1536-CN-Plate1-40.Raw,2017-feb17-1536-cn-plate1-40.raw,B:16,0.0000,0.465,48372.61206,0,0,0.998,14018.10661,0,0,1.776,22022.86306,0,0,0,0,0,0,0,0,0,0,0,0,0.977,71065.25498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41258.49044,78253.17489,21865.20879,1.042356705,14.75153907,26.84167492,2017-Feb17-1536-CN-Plate1-41.Raw,2017-feb17-1536-cn-plate1-41.raw,B:17,0.0000,0.464,38835.49432,0,0,0,0,1.396,41258.49044,1.776,21865.20879,0,0,0,0,0,0,0,0,0,0,0.429,34538.80689,0.977,78253.17489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87340.66684,79275.37925,21591.11561,1.042356705,31.62416369,27.53750061,2017-Feb17-1536-CN-Plate1-42.Raw,2017-feb17-1536-cn-plate1-42.raw,B:18,0.0000,0.463,20378.82847,0,0,0,0,1.396,87340.66684,1.776,21591.11561,0,0,0,0,0,0,0,0,0,0,0.425,60357.83426,0.977,79275.37925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110411.4331,87426.65960,23081.78022,1.042356705,37.39576088,28.40768594,2017-Feb17-1536-CN-Plate1-43.Raw,2017-feb17-1536-cn-plate1-43.raw,B:19,0.0000,0.462,14395.22894,0,0,0,0,1.396,110411.4331,1.776,23081.78022,0,0,0,0,0,0,0,0,0,0,0.423,80721.35837,0.977,87426.65960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406.78811,78713.77230,22338.27274,0.948682226,0.448085745,26.42788518,2017-Feb17-1536-CN-Plate1-44.Raw,2017-feb17-1536-cn-plate1-44.raw,B:20,0.0000,0.465,50250.63278,0,0,0,0,0,0,1.776,22338.27274,1.224,1406.78811,0,0,0,0,0,0,0,0,0.430,17885.12782,0.977,78713.77230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40761.46515,84069.98077,21847.71311,0.948682226,13.27473408,28.8599941,2017-Feb17-1536-CN-Plate1-45.Raw,2017-feb17-1536-cn-plate1-45.raw,B:21,0.0000,0.464,38919.70537,0,0,0,0,0,0,1.776,21847.71311,1.223,40761.46515,0,0,0,0,0,0,0,0,0.428,35788.96895,0.977,84069.98077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54683.05331,82584.18699,21952.95769,0.948682226,17.72318391,28.2140305,2017-Feb17-1536-CN-Plate1-46.Raw,2017-feb17-1536-cn-plate1-46.raw,B:22,0.0000,0.464,39599.02863,0,0,0,0,0,0,1.777,21952.95769,1.224,54683.05331,1.174,33680.61478,0,0,0,0,0,0,0.429,39030.86315,0.978,82584.18699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7579.38253,76218.51619,22240.16442,1.337543187,3.418730848,25.70299729,2017-Feb17-1536-CN-Plate1-47.Raw,2017-feb17-1536-cn-plate1-47.raw,B:23,0.0000,0.464,49906.26549,0,0,0,0,0,0,1.776,22240.16442,0,0,0,0,1.421,7579.38253,0,0,0,0,0.430,18209.07417,0.977,76218.51619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55262.82522,83283.65409,22066.84637,1.337543187,25.1224442,28.30614809,2017-Feb17-1536-CN-Plate1-48.Raw,2017-feb17-1536-cn-plate1-48.raw,B:24,0.0000,0.463,36672.97169,0,0,0,0,0,0,1.776,22066.84637,0,0,0,0,1.421,55262.82522,0,0,0,0,0.428,32909.57474,0.976,83283.65409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75113.92938,107966.5282,22183.34025,1.042356705,26.47105008,36.50257231,2017-Feb17-1536-CN-Plate1-49.Raw,2017-feb17-1536-cn-plate1-49.raw,C:1,0.0000,0.463,21615.83947,0,0,0.997,15644.82325,1.396,75113.92938,1.776,22183.34025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,107966.5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42161.99590,90198.97535,21962.34528,1.042356705,15.00790512,30.80237212,2017-Feb17-1536-CN-Plate1-50.Raw,2017-feb17-1536-cn-plate1-50.raw,C:2,0.0000,0.464,29744.07866,0,0,0.999,15426.79787,1.396,42161.99590,1.776,21962.34528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,90198.97535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117651.3866,123416.58040,22614.83309,1.042356705,40.67066673,40.92996718,2017-Feb17-1536-CN-Plate1-51.Raw,2017-feb17-1536-cn-plate1-51.raw,C:3,0.0000,0.464,10337.54505,0,0,0.997,18094.32221,1.396,117651.3866,1.776,22614.83309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,123416.58040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29707.60760,29707.60760,21064.17704,0.948682226,10.03471889,10.57753465,2017-Feb17-1536-CN-Plate1-52.Raw,2017-feb17-1536-cn-plate1-52.raw,C:4,0.0000,0.465,46860.83003,0,0,0,0,0,0,1.776,21064.17704,1.223,29707.60760,0,0,0,0,0,0,0,0,0,0,0,0,1.223,29707.60760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
