product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_P2Et Rt(min),UV210_P2Et AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_Additive_18 Rt(min),UV210_Additive_18 AreaAbs,UV210_Additive_20 Rt(min),UV210_Additive_20 AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_Additive_16 Rt(min),UV210_Additive_16 AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_Additive_14 Rt(min),UV210_Additive_14 AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_BTMG Rt(min),UV210_BTMG AreaAbs
0,0,19350.97942,2.843725517,0,0,2017-Jan26-1536-CN-Plate3-161.Raw,2017-jan26-1536-cn-plate3-161.raw,11:A,0.469,42134.35362,0,0,0,0,1.776,19350.97942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628,33895.88663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18673.74396,2.843725517,0,0,2017-Jan26-1536-CN-Plate3-177.Raw,2017-jan26-1536-cn-plate3-177.raw,12:A,0.469,42764.39428,0,0,0,0,1.776,18673.74396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704,36084.13600,0,0,0,0,0,0,0,0,0,0,0,0
0,14433.20191,20157.61485,2.174082389,0,5.370130117,2017-Jan26-1536-CN-Plate3-193.Raw,2017-jan26-1536-cn-plate3-193.raw,13:A,0.469,41172.74810,0,0,0,0,1.776,20157.61485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,14433.20191,0.597,14433.20191,0,0,0,0,0,0,0,0
0,0,19153.43531,2.174082389,0,0,2017-Jan26-1536-CN-Plate3-209.Raw,2017-jan26-1536-cn-plate3-209.raw,14:A,0.469,42127.60065,0,0,0,0,1.776,19153.43531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,28566.43962,0,0,0,0
0,0,19486.33481,2.174082389,0,0,2017-Jan26-1536-CN-Plate3-225.Raw,2017-jan26-1536-cn-plate3-225.raw,15:A,0.470,43055.83943,0,0,0,0,1.776,19486.33481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707,38293.64755,0,0
,0,19698.19943,,0,0,2017-Jan26-1536-CN-Plate3-241.Raw,2017-jan26-1536-cn-plate3-241.raw,16:A,0.470,47696.21520,0,0,0,0,1.776,19698.19943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44766.66875,12885.88241,20153.93174,1.042356705,17.36491347,4.795298484,2017-Jan26-1536-CN-Plate3-257.Raw,2017-jan26-1536-cn-plate3-257.raw,17:A,0.469,33647.69680,0,0,0,0,1.776,20153.93174,1.396,44766.66875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,12885.88241,0,0,0,0,0,0,0,0,0.431,45550.02997
73128.71164,13601.59582,20814.33946,1.042356705,27.46647446,4.901042817,2017-Jan26-1536-CN-Plate3-273.Raw,2017-jan26-1536-cn-plate3-273.raw,18:A,0.469,22597.30488,0,0,0,0,1.776,20814.33946,1.397,73128.71164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,13601.59582,0,0,0,0,0,0,0,0,0.431,49113.76235
88468.80490,13724.18893,19818.52069,1.042356705,34.89767991,5.193698301,2017-Jan26-1536-CN-Plate3-289.Raw,2017-jan26-1536-cn-plate3-289.raw,19:A,0.468,17841.75729,0,0,0,0,1.777,19818.52069,1.397,88468.80490,0,0,0,0,0,0,0,0,1.316,7286.01798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,13724.18893,0,0,0,0,0,0,0,0,0.430,65457.01055
1181.18181,12367.81137,19689.62602,0.948682226,0.426836265,4.711038463,2017-Jan26-1536-CN-Plate3-305.Raw,2017-jan26-1536-cn-plate3-305.raw,20:A,0.470,46832.34248,0,0,0,0,1.776,19689.62602,0,0,0,0,0,0,0,0,0,0,0,0,1.076,25073.97821,1.226,1181.18181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,12367.81137,0,0,0,0,0,0,0,0,0.433,38277.44293
26814.82888,12180.68217,19247.02728,0.948682226,9.912732719,4.746453318,2017-Jan26-1536-CN-Plate3-321.Raw,2017-jan26-1536-cn-plate3-321.raw,21:A,0.469,36567.29626,0,0,0,0,1.776,19247.02728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225,26814.82888,1.114,29350.89864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,12180.68217,0,0,0,0,0,0,0,0,0.432,43357.54280
57046.69851,12532.33368,18620.94098,0.948682226,21.7977125,5.047677394,2017-Jan26-1536-CN-Plate3-337.Raw,2017-jan26-1536-cn-plate3-337.raw,22:A,0.469,30542.06924,0,0,0,0,1.776,18620.94098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224,57046.69851,0,0,1.174,30128.44194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,12532.33368,0,0,0,0,0,0,0,0,0.431,49032.30028
5270.24605,11303.30195,18434.69274,1.337543187,2.86790041,4.59865353,2017-Jan26-1536-CN-Plate3-353.Raw,2017-jan26-1536-cn-plate3-353.raw,23:A,0.470,44625.33271,0,0,0,0,1.776,18434.69274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,20278.59071,1.422,5270.24605,0,0,0,0,0,0,0,0,0,0,0,0,0.598,11303.30195,0,0,0,0,0,0,0,0,0.433,40193.57954
65071.57580,12271.76496,18822.60689,1.337543187,34.68012306,4.889771006,2017-Jan26-1536-CN-Plate3-369.Raw,2017-jan26-1536-cn-plate3-369.raw,24:A,0.470,28256.57945,0,0,0,0,1.776,18822.60689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422,65071.57580,1.343,21019.93536,0,0,0,0,0,0,0,0,0,0,0.598,12271.76496,0,0,0,0,0,0,0,0,0.431,49435.49850
24079.71298,0,16909.07471,1.042356705,11.13292009,0,2017-Jan26-1536-CN-Plate3-2.Raw,2017-jan26-1536-cn-plate3-2.raw,1:B,0.467,30395.79883,1.006,10468.73187,1.241,753.91612,1.776,16909.07471,1.396,24079.71298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35923.87266,0,18682.28422,1.042356705,15.0324858,0,2017-Jan26-1536-CN-Plate3-18.Raw,2017-jan26-1536-cn-plate3-18.raw,2:B,0.468,29401.73976,1.007,12269.73131,0,0,1.776,18682.28422,1.397,35923.87266,0,0,0,0,1.270,4204.87191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34696.17902,1247.21078,19343.31129,1.042356705,14.02259716,0.483582192,2017-Jan26-1536-CN-Plate3-34.Raw,2017-jan26-1536-cn-plate3-34.raw,3:B,0.468,33282.91095,1.006,13017.95462,0,0,1.776,19343.31129,1.396,34696.17902,0,0,0,0,0,0,0.778,1247.21078,1.316,23222.25052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8260.93959,0,19456.96579,0.948682226,3.02090007,0,2017-Jan26-1536-CN-Plate3-50.Raw,2017-jan26-1536-cn-plate3-50.raw,4:B,0.468,42820.28843,1.008,12969.09875,0,0,1.776,19456.96579,0,0,0,0,0,0,0,0,0,0,0,0,1.076,23859.53571,1.224,8260.93959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25207.18583,0,19773.76032,0.948682226,9.070205476,0,2017-Jan26-1536-CN-Plate3-66.Raw,2017-jan26-1536-cn-plate3-66.raw,5:B,0.468,37564.06440,1.008,12918.47326,0,0,1.776,19773.76032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224,25207.18583,1.114,28163.42393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18034.15791,0,18331.57237,0.948682226,6.999679881,0,2017-Jan26-1536-CN-Plate3-82.Raw,2017-jan26-1536-cn-plate3-82.raw,6:B,0.469,40737.14831,1.010,11951.83837,0,0,1.776,18331.57237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226,18034.15791,0,0,1.174,42301.30780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28978.85021,0,19559.93228,1.337543187,14.86219247,0,2017-Jan26-1536-CN-Plate3-98.Raw,2017-jan26-1536-cn-plate3-98.raw,7:B,0.468,37389.26252,1.009,13260.95670,0,0,1.776,19559.93228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,17359.81505,1.421,28978.85021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37550.79709,0,19483.23238,1.337543187,19.33424545,0,2017-Jan26-1536-CN-Plate3-114.Raw,2017-jan26-1536-cn-plate3-114.raw,8:B,0.468,34813.35192,1.008,13422.27011,0,0,1.776,19483.23238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422,37550.79709,1.342,27945.09635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24138.01218,0,19459.13959,1.337543187,12.44362591,0,2017-Jan26-1536-CN-Plate3-130.Raw,2017-jan26-1536-cn-plate3-130.raw,9:B,0.469,38705.64732,1.010,12646.34940,0,0,1.776,19459.13959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422,24138.01218,0,0,1.396,42518.16969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11538.29861,170.49835,19784.62877,2.843725517,12.438351,0.064632885,2017-Jan26-1536-CN-Plate3-146.Raw,2017-jan26-1536-cn-plate3-146.raw,10:B,0.469,40456.71962,1.010,12476.69478,0,0,1.776,19784.62877,0,0,0,0,0,0,0,0,0.786,170.49835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,21009.01599,0.756,11538.29861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16816.17056,154.85246,19298.63252,2.843725517,18.58444117,0.060180091,2017-Jan26-1536-CN-Plate3-162.Raw,2017-jan26-1536-cn-plate3-162.raw,11:B,0.469,36191.91150,1.010,13257.04244,0,0,1.776,19298.63252,0,0,0,0,0,0,0,0,0.782,154.85246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,16816.17056,0.628,27512.98389,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15782.43407,0,19345.46277,2.843725517,17.39978172,0,2017-Jan26-1536-CN-Plate3-178.Raw,2017-jan26-1536-cn-plate3-178.raw,12:B,0.469,37091.78735,1.011,12674.70518,0,0,1.776,19345.46277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757,15782.43407,0,0,0.704,27376.96470,0,0,0,0,0,0,0,0,0,0,0,0
20642.70951,0,19537.21536,2.174082389,17.22825534,0,2017-Jan26-1536-CN-Plate3-194.Raw,2017-jan26-1536-cn-plate3-194.raw,13:B,0.469,34571.88757,1.010,12820.85551,0,0,1.776,19537.21536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,10993.17727,0.725,20642.70951,0,0,0,0,0,0
10446.56110,0,19360.71894,2.174082389,8.798104801,0,2017-Jan26-1536-CN-Plate3-210.Raw,2017-jan26-1536-cn-plate3-210.raw,14:B,0.469,41576.88598,1.012,12532.18761,0,0,1.776,19360.71894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,10446.56110,0.644,23013.03156,0,0,0,0
13923.19373,0,19582.43177,2.174082389,11.59336493,0,2017-Jan26-1536-CN-Plate3-226.Raw,2017-jan26-1536-cn-plate3-226.raw,15:B,0.469,39872.60741,1.012,12061.80886,0,0,1.776,19582.43177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,13923.19373,0,0,0.707,29259.32060,0,0
,0,18991.15938,,0,0,2017-Jan26-1536-CN-Plate3-242.Raw,2017-jan26-1536-cn-plate3-242.raw,16:B,0.470,44257.21201,1.012,13710.75761,0,0,1.776,18991.15938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6413.80899,0,19656.11402,1.042356705,2.550915003,0,2017-Jan26-1536-CN-Plate3-258.Raw,2017-jan26-1536-cn-plate3-258.raw,17:B,0.468,44422.93178,0,0,1.241,1382.77559,1.776,19656.11402,1.396,6413.80899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,68189.22419
25483.75890,6179.23633,20338.65430,1.042356705,9.795326165,2.278630233,2017-Jan26-1536-CN-Plate3-274.Raw,2017-jan26-1536-cn-plate3-274.raw,18:B,0.468,37613.54051,0,0,0,0,1.776,20338.65430,1.396,25483.75890,0,0,0,0,1.269,5016.95701,0.778,6179.23633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428,69808.90574
49645.13249,13295.80081,19850.58246,1.042356705,19.55154349,5.02345493,2017-Jan26-1536-CN-Plate3-290.Raw,2017-jan26-1536-cn-plate3-290.raw,19:B,0.468,28615.73483,0,0,0,0,1.776,19850.58246,1.396,49645.13249,0,0,0,0,0,0,0.778,13295.80081,1.316,20756.31325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428,71123.23559
0,0,19493.18947,0.948682226,0,0,2017-Jan26-1536-CN-Plate3-306.Raw,2017-jan26-1536-cn-plate3-306.raw,20:B,0.470,43114.89329,0,0,0,0,1.776,19493.18947,0,0,0,0,0,0,0,0,0,0,0,0,1.076,25426.63213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,60791.23700
1625.95812,2371.85460,19209.75424,0.948682226,0.602239969,0.926035249,2017-Jan26-1536-CN-Plate3-322.Raw,2017-jan26-1536-cn-plate3-322.raw,21:B,0.470,43607.48652,0,0,0,0,1.776,19209.75424,0,0,0,0,0,0,0,0,0.779,2371.85460,0,0,0,0,1.226,1625.95812,1.114,31774.99135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,65980.48098
6939.35796,2564.79291,18893.96022,0.948682226,2.613234135,1.018100316,2017-Jan26-1536-CN-Plate3-338.Raw,2017-jan26-1536-cn-plate3-338.raw,22:B,0.470,45552.42447,0,0,0,0,1.776,18893.96022,0,0,0,0,0,0,0,0,0.779,2564.79291,0,0,0,0,1.227,6939.35796,0,0,1.174,48812.07031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429,69753.81323
0,0,18827.27351,1.337543187,0,0,2017-Jan26-1536-CN-Plate3-354.Raw,2017-jan26-1536-cn-plate3-354.raw,23:B,0.470,43048.14913,0,0,0,0,1.776,18827.27351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,18583.15225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,65768.05904
5939.35642,1960.22762,17843.26359,1.337543187,3.339136515,0.823935998,2017-Jan26-1536-CN-Plate3-370.Raw,2017-jan26-1536-cn-plate3-370.raw,24:B,0.469,39378.80837,0,0,0,0,1.776,17843.26359,0,0,0,0,0,0,0,0,0.778,1960.22762,0,0,0,0,0,0,0,0,0,0,0,0,1.422,5939.35642,1.342,28015.97555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,62430.15461
1135.51210,25847.33338,16997.16751,1.042356705,0.522267307,11.40513563,2017-Jan26-1536-CN-Plate3-3.Raw,2017-jan26-1536-cn-plate3-3.raw,1:C,0.468,38481.29223,1.009,9938.75863,1.240,1201.94286,1.776,16997.16751,1.396,1135.51210,0.345,25847.33338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,25390.19938,18431.23473,1.042356705,0,10.33172756,2017-Jan26-1536-CN-Plate3-19.Raw,2017-jan26-1536-cn-plate3-19.raw,2:C,0.467,35836.63631,1.013,9379.29627,0,0,1.776,18431.23473,0,0,0.342,25390.19938,0,0,1.269,7155.54462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29180.21738,19130.95754,1.042356705,0,11.43965902,2017-Jan26-1536-CN-Plate3-35.Raw,2017-jan26-1536-cn-plate3-35.raw,3:C,0.469,42956.94322,1.011,10373.25437,0,0,1.776,19130.95754,0,0,0.343,29180.21738,0,0,0,0,0,0,1.316,43800.95192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,28968.47268,18774.63586,0.948682226,0,11.57218426,2017-Jan26-1536-CN-Plate3-51.Raw,2017-jan26-1536-cn-plate3-51.raw,4:C,0.469,41751.15813,1.012,10509.99412,0,0,1.776,18774.63586,0,0,0.342,28968.47268,0,0,0,0,0,0,0,0,1.076,24230.14980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31271.31415,19410.74910,0.948682226,0,12.08273084,2017-Jan26-1536-CN-Plate3-67.Raw,2017-jan26-1536-cn-plate3-67.raw,5:C,0.469,41783.71109,1.013,9974.04542,0,0,1.776,19410.74910,0,0,0.342,31271.31415,0,0,0,0,0,0,0,0,0,0,0,0,1.114,36528.31734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,32010.81208,19550.56846,0.948682226,0,12.28000565,2017-Jan26-1536-CN-Plate3-83.Raw,2017-jan26-1536-cn-plate3-83.raw,6:C,0.470,42985.59148,1.013,10476.09123,0,0,1.776,19550.56846,0,0,0.342,32010.81208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.174,61045.51262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,29644.52815,19369.95198,1.337543187,0,11.47829184,2017-Jan26-1536-CN-Plate3-99.Raw,2017-jan26-1536-cn-plate3-99.raw,7:C,0.469,43528.00231,1.013,12773.75107,0,0,1.776,19369.95198,0,0,0.341,29644.52815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,22291.14729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
