product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,UV210_BTMG Rt(min),UV210_BTMG AreaAbs,UV210_toluidine Rt(min),UV210_toluidine AreaAbs,UV210_Additive_14 Rt(min),UV210_Additive_14 AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_Additive_16 Rt(min),UV210_Additive_16 AreaAbs,UV210_Additive_18 Rt(min),UV210_Additive_18 AreaAbs,UV210_Additive_20 Rt(min),UV210_Additive_20 AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_MTBD Rt(min),UV210_MTBD AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs
8854.71353,4116.17657,18881.60044,2.843725517,10.00194934,1.634995104,2017-Jan26-1536-CN-Plate4-18.Raw,2017-jan26-1536-cn-plate4-18.raw,2:B,0.430,64108.76535,0.470,40010.76751,0,0,0,0,0,0,1.776,18881.60044,0.779,4116.17657,0,0,0,0,0.577,20576.61697,0.759,8854.71353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15814.68121,7740.66286,18206.83330,2.843725517,18.5257144,3.188636404,2017-Jan26-1536-CN-Plate4-34.Raw,2017-jan26-1536-cn-plate4-34.raw,3:B,0.430,64759.31305,0.469,34698.29603,0,0,0,0,0,0,1.776,18206.83330,0.779,7740.66286,0,0,0,0,0,0,0.758,15814.68121,0.628,23720.35750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19401.05811,9021.74957,19254.21878,2.843725517,21.49059564,3.514197203,2017-Jan26-1536-CN-Plate4-50.Raw,2017-jan26-1536-cn-plate4-50.raw,4:B,0.430,67739.20849,0.470,35477.66371,0,0,0,0,0,0,1.777,19254.21878,0.780,9021.74957,0,0,0,0,0,0,0.759,19401.05811,0,0,0.705,23808.61933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1659.73771,0,18717.45953,2.174082389,1.445871909,0,2017-Jan26-1536-CN-Plate4-66.Raw,2017-jan26-1536-cn-plate4-66.raw,5:B,0.430,63853.02248,0.470,41953.29773,0,0,0,0,0,0,1.776,18717.45953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,17202.08925,0.729,1659.73771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009.02454,2975.39171,17706.53668,2.174082389,0.929191796,1.260293768,2017-Jan26-1536-CN-Plate4-82.Raw,2017-jan26-1536-cn-plate4-82.raw,6:B,0.431,60416.56563,0.470,41620.17160,0,0,0,0,0,0,1.777,17706.53668,0.780,2975.39171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.730,1009.02454,0.645,23205.15768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3847.75918,2753.27508,17134.98797,2.174082389,3.66151941,1.205111036,2017-Jan26-1536-CN-Plate4-98.Raw,2017-jan26-1536-cn-plate4-98.raw,7:B,0.430,60127.73613,0.469,39475.38405,0,0,0,0,0,0,1.776,17134.98797,0.778,2753.27508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,3847.75918,0,0,0.707,30020.99416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,17406.62717,,0,0,2017-Jan26-1536-CN-Plate4-114.Raw,2017-jan26-1536-cn-plate4-114.raw,8:B,0.430,56492.79528,0.470,39615.21843,0,0,0,0,0,0,1.776,17406.62717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24430.99061,0,17711.85349,1.042356705,10.78337463,0,2017-Jan26-1536-CN-Plate4-130.Raw,2017-jan26-1536-cn-plate4-130.raw,9:B,0,0,0.470,34347.21303,0,0,0,0,0,0,1.776,17711.85349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,38564.51985,1.397,24430.99061,1.241,1313.67776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63501.76015,0,18319.71116,1.042356705,27.09846988,0,2017-Jan26-1536-CN-Plate4-146.Raw,2017-jan26-1536-cn-plate4-146.raw,10:B,0,0,0.470,22591.75374,0,0,0,0,0,0,1.776,18319.71116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,41125.84382,1.396,63501.76015,0,0,1.270,1184.14965,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54636.90277,0,18290.14267,1.042356705,23.3532112,0,2017-Jan26-1536-CN-Plate4-162.Raw,2017-jan26-1536-cn-plate4-162.raw,11:B,0,0,0.470,24417.49756,0,0,0,0,0,0,1.776,18290.14267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,39662.07759,1.396,54636.90277,0,0,0,0,1.316,15167.14860,0,0,0,0,0,0,0,0,0,0,0,0
0,0,18499.91091,0.948682226,0,0,2017-Jan26-1536-CN-Plate4-178.Raw,2017-jan26-1536-cn-plate4-178.raw,12:B,0,0,0.470,43026.54772,0,0,0,0,0,0,1.776,18499.91091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,39705.48479,0,0,0,0,0,0,0,0,1.076,22808.64525,0,0,0,0,0,0,0,0,0,0
13915.53195,0,18688.24659,0.948682226,5.298016227,0,2017-Jan26-1536-CN-Plate4-194.Raw,2017-jan26-1536-cn-plate4-194.raw,13:B,0,0,0.470,38811.72741,0,0,0,0,0,0,1.776,18688.24659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,39765.25597,0,0,0,0,0,0,0,0,0,0,1.225,13915.53195,1.115,30059.88289,0,0,0,0,0,0
25558.08976,0,17707.84959,0.948682226,10.26938874,0,2017-Jan26-1536-CN-Plate4-210.Raw,2017-jan26-1536-cn-plate4-210.raw,14:B,0,0,0.470,34706.30080,0,0,0,0,0,0,1.776,17707.84959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,39752.01674,0,0,0,0,0,0,0,0,0,0,1.225,25558.08976,0,0,1.174,37456.44705,0,0,0,0
2951.40318,0,19363.78613,1.337543187,1.52899949,0,2017-Jan26-1536-CN-Plate4-226.Raw,2017-jan26-1536-cn-plate4-226.raw,15:B,0,0,0.470,45298.52542,0,0,0,0,1.423,2951.40318,1.778,19363.78613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304,37830.84281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.312,22951.80233,0,0
41025.22170,0,21356.96473,1.337543187,19.26994536,0,2017-Jan26-1536-CN-Plate4-242.Raw,2017-jan26-1536-cn-plate4-242.raw,16:B,0,0,0.469,35218.55580,0,0,0,0,1.421,41025.22170,1.776,21356.96473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,40416.80212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.341,29034.29327
60719.71808,0,19661.89869,1.337543187,30.9794262,0,2017-Jan26-1536-CN-Plate4-258.Raw,2017-jan26-1536-cn-plate4-258.raw,17:B,0,0,0.469,30554.46515,0,0,1.395,32412.06424,1.421,60719.71808,1.776,19661.89869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,40058.15307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18189.38221,361.34017,20599.49285,2.843725517,18.83260332,0.131559126,2017-Jan26-1536-CN-Plate4-274.Raw,2017-jan26-1536-cn-plate4-274.raw,18:B,0,0,0.469,36869.46852,0,0,0,0,0,0,1.776,20599.49285,0.784,361.34017,0,0,0,0,0.575,21906.73968,0.757,18189.38221,0,0,0,0,0,0,0,0,0,0,0,0,0.304,40139.90265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26885.06642,265.47192,19982.11307,2.843725517,28.69582004,0.099641084,2017-Jan26-1536-CN-Plate4-290.Raw,2017-jan26-1536-cn-plate4-290.raw,19:B,0,0,0.470,32919.89479,0,0,0,0,0,0,1.776,19982.11307,0.787,265.47192,0,0,0,0,0,0,0.758,26885.06642,0.627,22865.61555,0,0,0,0,0,0,0,0,0,0,0.305,39601.49442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26579.68373,106.16660,20224.75117,2.843725517,28.02951353,0.039370052,2017-Jan26-1536-CN-Plate4-306.Raw,2017-jan26-1536-cn-plate4-306.raw,20:B,0,0,0.470,32951.93893,0,0,0,0,0,0,1.776,20224.75117,0.787,106.16660,0,0,0,0,0,0,0.758,26579.68373,0,0,0.704,20812.77376,0,0,0,0,0,0,0,0,0.305,39749.51014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5286.07676,0,20294.20581,2.174082389,4.247160433,0,2017-Jan26-1536-CN-Plate4-322.Raw,2017-jan26-1536-cn-plate4-322.raw,21:B,0,0,0.470,40633.76499,0,0,0,0,0,0,1.776,20294.20581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597,17595.21500,0.728,5286.07676,0,0,0,0,0.305,39629.48162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23670.77143,0,20566.69072,2.174082389,18.76658525,0,2017-Jan26-1536-CN-Plate4-338.Raw,2017-jan26-1536-cn-plate4-338.raw,22:B,0,0,0.470,34400.62074,0,0,0,0,0,0,1.776,20566.69072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,23670.77143,0.644,19036.01698,0,0,0.305,38525.29012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32390.87746,0,19739.52325,2.174082389,26.7561311,0,2017-Jan26-1536-CN-Plate4-354.Raw,2017-jan26-1536-cn-plate4-354.raw,23:B,0,0,0.470,30955.32298,0,0,0,0,0,0,1.776,19739.52325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,32390.87746,0,0,0.707,24812.95106,0.305,40555.73429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,20412.34054,,0,0,2017-Jan26-1536-CN-Plate4-370.Raw,2017-jan26-1536-cn-plate4-370.raw,24:B,0,0,0.470,44858.44071,0,0,0,0,0,0,1.776,20412.34054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,41388.75248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1067.63450,49492.45245,17778.65633,1.337543187,0.602410789,20.87859659,2017-Jan26-1536-CN-Plate4-3.Raw,2017-jan26-1536-cn-plate4-3.raw,1:C,0.428,66358.76025,0.469,42391.98079,0,0,1.396,44987.63822,1.421,1067.63450,1.776,17778.65633,0,0,0.339,49492.45245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,50169.18596,19317.78199,2.843725517,0,19.4778518,2017-Jan26-1536-CN-Plate4-19.Raw,2017-jan26-1536-cn-plate4-19.raw,2:C,0.428,68637.91305,0.469,44332.76625,0,0,0,0,0,0,1.776,19317.78199,0,0,0.339,50169.18596,0,0,0.576,24881.17389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1236.97321,47348.57313,18354.71900,2.843725517,1.437346554,19.34730238,2017-Jan26-1536-CN-Plate4-35.Raw,2017-jan26-1536-cn-plate4-35.raw,3:C,0.429,64259.24684,0.470,40884.02295,0,0,0,0,0,0,1.776,18354.71900,0,0,0.340,47348.57313,0,0,0,0,0.759,1236.97321,0.628,29823.48123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354.68284,50613.49219,18874.57090,2.843725517,1.530768374,20.11177862,2017-Jan26-1536-CN-Plate4-51.Raw,2017-jan26-1536-cn-plate4-51.raw,4:C,0.429,67176.72832,0.470,42722.48068,0,0,0,0,0,0,1.776,18874.57090,0,0,0.339,50613.49219,0,0,0,0,0.758,1354.68284,0,0,0.704,33068.54001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,45980.72049,18484.72948,2.174082389,0,18.65623211,2017-Jan26-1536-CN-Plate4-67.Raw,2017-jan26-1536-cn-plate4-67.raw,5:C,0.429,63306.40446,0.469,43024.92461,0,0,0,0,0,0,1.776,18484.72948,0,0,0.339,45980.72049,0,0,0,0,0,0,0,0,0,0,0.597,17230.67907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
