product,additive,internal_standard,corr_factor,product_scaled,additive_scaled,Sample Name,Data File,Location,Prod-to-IS-Ratio,UV210_Toluidine Rt(min),UV210_Toluidine AreaAbs,UV210_P2Et Rt(min),UV210_P2Et AreaAbs,UV210_CF3-Cl Rt(min),UV210_CF3-Cl AreaAbs,UV210_CF3_product Rt(min),UV210_CF3_product AreaAbs,UV210_Internal_standard Rt(min),UV210_Internal_standard AreaAbs,UV210_Additive_21 Rt(min),UV210_Additive_21 AreaAbs,UV210_CF3-Br Rt(min),UV210_CF3-Br AreaAbs,UV210_CF3-I Rt(min),UV210_CF3-I AreaAbs,UV210_OMe-Cl Rt(min),UV210_OMe-Cl AreaAbs,UV210_OMe_product Rt(min),UV210_OMe_product AreaAbs,UV210_OMe-Br Rt(min),UV210_OMe-Br AreaAbs,UV210_OMe-I Rt(min),UV210_OMe-I AreaAbs,UV210_Et-Cl Rt(min),UV210_Et-Cl AreaAbs,UV210_Et_product Rt(min),UV210_Et_product AreaAbs,UV210_Et-Br Rt(min),UV210_Et-Br AreaAbs,UV210_Et-I Rt(min),UV210_Et-I AreaAbs,UV210_2pyr-Cl Rt(min),UV210_2pyr-Cl AreaAbs,UV210_2pyr_product Rt(min),UV210_2pyr_product AreaAbs,UV210_2pyr-Br Rt(min),UV210_2pyr-Br AreaAbs,UV210_2pyr-I Rt(min),UV210_2pyr-I AreaAbs,UV210_3pyr-Cl Rt(min),UV210_3pyr-Cl AreaAbs,UV210_3pyr_product Rt(min),UV210_3pyr_product AreaAbs,UV210_3pyr-Br Rt(min),UV210_3pyr-Br AreaAbs,UV210_3pyr-I Rt(min),UV210_3pyr-I AreaAbs,UV210_BTMG Rt(min),UV210_BTMG AreaAbs,UV210_Additive_23 Rt(min),UV210_Additive_23 AreaAbs,UV210_Additive_25 Rt(min),UV210_Additive_25 AreaAbs,UV210_Additive_27 Rt(min),UV210_Additive_27 AreaAbs
20662.17376,3386.90977,26812.77307,2.843725517,16.43551115,0.9473777,2017-Feb17-1536-CN-Plate3-11.Raw,2017-feb17-1536-cn-plate3-11.raw,A:11,0.0000,0.468,40227.10419,1.008,14446.14844,0,0,0,0,1.775,26812.77307,0.925,3386.90977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,20662.17376,0.629,26877.90657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21641.48031,4459.67853,27049.85433,2.843725517,17.06361217,1.236516418,2017-Feb17-1536-CN-Plate3-12.Raw,2017-feb17-1536-cn-plate3-12.raw,A:12,0.0000,0.467,40441.52809,1.006,14773.08744,0,0,0,0,1.771,27049.85433,0.924,4459.67853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,21641.48031,0,0,0.704,20161.48385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18341.51126,0,24637.37430,2.174082389,12.13886151,0,2017-Feb17-1536-CN-Plate3-13.Raw,2017-feb17-1536-cn-plate3-13.raw,A:13,0.0000,0.469,38973.09056,1.009,14777.93028,0,0,0,0,1.776,24637.37430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599,16195.34365,0.726,18341.51126,0,0,0,0,0,0,0,0,0,0,0,0
16594.55556,0,26839.07733,2.174082389,10.08173564,0,2017-Feb17-1536-CN-Plate3-14.Raw,2017-feb17-1536-cn-plate3-14.raw,A:14,0.0000,0.468,43047.24335,1.008,15145.43206,0,0,0,0,1.776,26839.07733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,16594.55556,0.645,23014.42778,0,0,0,0,0,0,0,0,0,0
22187.23412,3022.70144,28281.33992,2.174082389,12.79205877,0.801597833,2017-Feb17-1536-CN-Plate3-15.Raw,2017-feb17-1536-cn-plate3-15.raw,A:15,0.0000,0.468,41188.98725,1.008,14719.49447,0,0,0,0,1.776,28281.33992,0.925,3022.70144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,22187.23412,0,0,0.708,32412.09216,0,0,0,0,0,0,0,0
,0,24072.06356,,0,0,2017-Feb17-1536-CN-Plate3-16.Raw,2017-feb17-1536-cn-plate3-16.raw,A:16,0.0000,0.469,49782.42895,1.008,15048.94059,0,0,0,0,1.777,24072.06356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36861.20285,40231.04746,25457.51074,1.042356705,11.31960299,11.85241005,2017-Feb17-1536-CN-Plate3-17.Raw,2017-feb17-1536-cn-plate3-17.raw,A:17,0.0000,0.467,39527.50588,0,0,1.241,1569.58544,1.397,36861.20285,1.776,25457.51074,0.925,40231.04746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,57005.68339,0,0,0,0,0,0
74859.14416,58615.79049,26236.88198,1.042356705,22.30541273,16.75574213,2017-Feb17-1536-CN-Plate3-18.Raw,2017-feb17-1536-cn-plate3-18.raw,A:18,0.0000,0.467,27634.35722,0,0,0,0,1.398,74859.14416,1.777,26236.88198,0.925,58615.79049,1.271,3077.84719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,65496.98734,0,0,0,0,0,0
92620.74127,62237.50091,28443.27811,1.042356705,25.45694196,16.41095148,2017-Feb17-1536-CN-Plate3-19.Raw,2017-feb17-1536-cn-plate3-19.raw,A:19,0.0000,0.465,19674.43122,0,0,0,0,1.396,92620.74127,1.775,28443.27811,0.924,62237.50091,0,0,1.315,11560.23785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428,74659.37807,0,0,0,0,0,0
0,13631.25014,26548.27395,0.948682226,0,3.850885985,2017-Feb17-1536-CN-Plate3-20.Raw,2017-feb17-1536-cn-plate3-20.raw,A:20,0.0000,0.467,51437.13773,0,0,0,0,0,0,1.776,26548.27395,0.925,13631.25014,0,0,0,0,1.076,29699.80694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,68571.37663,0,0,0,0,0,0
9709.80424,27293.92610,24325.95381,0.948682226,2.840028013,8.415063491,2017-Feb17-1536-CN-Plate3-21.Raw,2017-feb17-1536-cn-plate3-21.raw,A:21,0.0000,0.468,49672.65819,0,0,0,0,0,0,1.776,24325.95381,0.925,27293.92610,0,0,0,0,0,0,1.226,9709.80424,1.115,41674.73131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,61679.44048,0,0,0,0,0,0
15145.94042,34176.28389,25083.87751,0.948682226,4.296191189,10.21860074,2017-Feb17-1536-CN-Plate3-22.Raw,2017-feb17-1536-cn-plate3-22.raw,A:22,0.0000,0.466,49283.64952,0,0,0,0,0,0,1.775,25083.87751,0.923,34176.28389,0,0,0,0,0,0,1.224,15145.94042,0,0,1.173,47636.64084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,53201.47645,0,0,0,0,0,0
4804.53775,15190.31239,25407.13024,1.337543187,1.896990139,4.484069703,2017-Feb17-1536-CN-Plate3-23.Raw,2017-feb17-1536-cn-plate3-23.raw,A:23,0.0000,0.468,49381.96098,0,0,0,0,0,0,1.776,25407.13024,0.925,15190.31239,0,0,0,0,0,0,0,0,0,0,0,0,1.313,24324.42687,1.424,4804.53775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,67714.07813,0,0,0,0,0,0
25379.72717,37789.41373,27522.63722,1.337543187,9.250516466,10.29772695,2017-Feb17-1536-CN-Plate3-24.Raw,2017-feb17-1536-cn-plate3-24.raw,A:24,0.0000,0.468,44180.94112,0,0,0,0,0,0,1.777,27522.63722,0.925,37789.41373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.424,25379.72717,1.344,36332.28551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,55209.99416,0,0,0,0,0,0
23913.37314,0,21739.81436,1.042356705,8.599290828,0,2017-Feb17-1536-CN-Plate3-25.Raw,2017-feb17-1536-cn-plate3-25.raw,B:1,0.0000,0.469,43720.66352,1.010,12194.16955,0,0,1.398,23913.37314,1.777,21739.81436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23743.89238,0,22991.83007,1.042356705,8.073391293,0,2017-Feb17-1536-CN-Plate3-26.Raw,2017-feb17-1536-cn-plate3-26.raw,B:2,0.0000,0.469,48010.01822,1.006,14492.28978,0,0,1.398,23743.89238,1.777,22991.83007,0,0,1.271,10975.18989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23914.12200,0,22325.92250,1.042356705,8.373801377,0,2017-Feb17-1536-CN-Plate3-27.Raw,2017-feb17-1536-cn-plate3-27.raw,B:3,0.0000,0.467,46188.62553,1.006,13601.81264,0,0,1.396,23914.12200,1.776,22325.92250,0,0,0,0,1.315,31329.91100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7053.01096,7053.01096,24052.31829,0.948682226,2.086409943,2.19927167,2017-Feb17-1536-CN-Plate3-28.Raw,2017-feb17-1536-cn-plate3-28.raw,B:4,0.0000,0.468,50335.08315,1.006,13259.32493,0,0,0,0,1.776,24052.31829,0,0,0,0,0,0,1.076,30461.41801,1.224,7053.01096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.224,7053.01096,0,0,0,0
12312.15999,12312.15999,22472.13699,0.948682226,3.898269895,4.109141912,2017-Feb17-1536-CN-Plate3-29.Raw,2017-feb17-1536-cn-plate3-29.raw,B:5,0.0000,0.469,48715.55686,1.009,12373.00750,0,0,0,0,1.777,22472.13699,0,0,0,0,0,0,0,0,1.226,12312.15999,1.115,38344.67148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.226,12312.15999,0,0,0,0
9670.98320,9670.98320,24402.95745,0.948682226,2.819747326,2.972278019,2017-Feb17-1536-CN-Plate3-30.Raw,2017-feb17-1536-cn-plate3-30.raw,B:6,0.0000,0.468,52022.30034,1.007,12972.71368,0,0,0,0,1.776,24402.95745,0,0,0,0,0,0,0,0,1.225,9670.98320,0,0,1.174,46185.24712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.225,9670.98320,0,0,0,0
22800.46984,0,23497.41818,1.337543187,9.734031055,0,2017-Feb17-1536-CN-Plate3-31.Raw,2017-feb17-1536-cn-plate3-31.raw,B:7,0.0000,0.467,45242.49083,1.007,12174.67240,0,0,0,0,1.776,23497.41818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,24963.22351,1.421,22800.46984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33124.42196,0,23696.91601,1.337543187,14.02250347,0,2017-Feb17-1536-CN-Plate3-32.Raw,2017-feb17-1536-cn-plate3-32.raw,B:8,0.0000,0.469,47815.45037,1.007,11049.45255,0,0,0,0,1.777,23696.91601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.423,33124.42196,1.344,34335.43453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29185.35499,0,22009.59553,1.337543187,13.30215474,0,2017-Feb17-1536-CN-Plate3-33.Raw,2017-feb17-1536-cn-plate3-33.raw,B:9,0.0000,0.468,44939.74125,1.008,8314.48112,0,0,0,0,1.776,22009.59553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.422,29185.35499,0,0,1.396,44456.84799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13102.64566,0,23585.62188,2.843725517,11.84842444,0,2017-Feb17-1536-CN-Plate3-34.Raw,2017-feb17-1536-cn-plate3-34.raw,B:10,0.0000,0.468,47724.10975,1.006,13441.75398,0,0,0,0,1.776,23585.62188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576,31915.39440,0.755,13102.64566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13257.96592,0,22644.35487,2.843725517,12.48722349,0,2017-Feb17-1536-CN-Plate3-35.Raw,2017-feb17-1536-cn-plate3-35.raw,B:11,0.0000,0.468,44736.20786,1.009,12856.77980,0,0,0,0,1.777,22644.35487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,13257.96592,0.630,30012.63461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14675.63251,0,23601.03930,2.843725517,13.26217146,0,2017-Feb17-1536-CN-Plate3-36.Raw,2017-feb17-1536-cn-plate3-36.raw,B:12,0.0000,0.467,45875.52831,1.005,13532.67056,0,0,0,0,1.776,23601.03930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755,14675.63251,0,0,0.702,60991.88488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9906.75863,0,23052.47305,2.174082389,7.007309831,0,2017-Feb17-1536-CN-Plate3-37.Raw,2017-feb17-1536-cn-plate3-37.raw,B:13,0.0000,0.468,46696.94232,1.008,12622.53225,0,0,0,0,1.776,23052.47305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,18847.07148,0.726,9906.75863,0,0,0,0,0,0,0,0,0,0,0,0
5563.57710,0,23853.15823,2.174082389,3.803167764,0,2017-Feb17-1536-CN-Plate3-38.Raw,2017-feb17-1536-cn-plate3-38.raw,B:14,0.0000,0.469,51072.20618,1.009,12339.14673,0,0,0,0,1.778,23853.15823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727,5563.57710,0.645,29502.48512,0,0,0,0,0,0,0,0,0,0
13245.54437,0,23124.59982,2.174082389,9.3396983,0,2017-Feb17-1536-CN-Plate3-39.Raw,2017-feb17-1536-cn-plate3-39.raw,B:15,0.0000,0.469,49167.53207,1.009,12364.04261,0,0,0,0,1.777,23124.59982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726,13245.54437,0,0,0.708,49311.45073,0,0,0,0,0,0,0,0
,0,25329.78176,,0,0,2017-Feb17-1536-CN-Plate3-40.Raw,2017-feb17-1536-cn-plate3-40.raw,B:16,0.0000,0.469,53377.90710,1.008,14129.02969,0,0,0,0,1.778,25329.78176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8600.90511,0,23769.98515,1.042356705,2.828738971,0,2017-Feb17-1536-CN-Plate3-41.Raw,2017-feb17-1536-cn-plate3-41.raw,B:17,0.0000,0.467,49661.99769,0,0,1.240,3266.38235,1.396,8600.90511,1.776,23769.98515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,58135.16995,0,0,0,0,0,0
36609.51644,0,24395.48133,1.042356705,11.73173458,0,2017-Feb17-1536-CN-Plate3-42.Raw,2017-feb17-1536-cn-plate3-42.raw,B:18,0.0000,0.467,43331.03620,0,0,0,0,1.398,36609.51644,1.777,24395.48133,0,0,1.270,9676.96260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,59869.58418,0,0,0,0,0,0
96408.24296,108418.2451,23542.62427,1.042356705,32.01377764,34.53892096,2017-Feb17-1536-CN-Plate3-43.Raw,2017-feb17-1536-cn-plate3-43.raw,B:19,0.0000,0.466,19011.92864,0,0,0,0,1.397,96408.24296,1.776,23542.62427,0,0,0,0,1.316,10525.55762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,69247.91959,1.220,108418.2451,0,0,0,0
0,0,24318.71193,0.948682226,0,0,2017-Feb17-1536-CN-Plate3-44.Raw,2017-feb17-1536-cn-plate3-44.raw,B:20,0.0000,0.466,54595.72218,0,0,0,0,0,0,1.776,24318.71193,0,0,0,0,0,0,1.075,31817.52835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,61511.65396,0,0,0,0,0,0
1991.52455,1991.52455,23730.31462,0.948682226,0.597123544,0.629424193,2017-Feb17-1536-CN-Plate3-45.Raw,2017-feb17-1536-cn-plate3-45.raw,B:21,0.0000,0.468,52606.39076,0,0,0,0,0,0,1.777,23730.31462,0,0,0,0,0,0,0,0,1.225,1991.52455,1.115,58757.31331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,59118.40709,1.225,1991.52455,0,0,0,0
5973.63020,5973.63020,26161.78745,0.948682226,1.624624313,1.712506326,2017-Feb17-1536-CN-Plate3-46.Raw,2017-feb17-1536-cn-plate3-46.raw,B:22,0.0000,0.468,53370.49726,0,0,0,0,0,0,1.777,26161.78745,0,0,0,0,0,0,0,0,1.226,5973.63020,0,0,1.176,48585.11098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432,59338.77822,1.226,5973.63020,0,0,0,0
3299.13850,0,24009.81913,1.337543187,1.378417368,0,2017-Feb17-1536-CN-Plate3-47.Raw,2017-feb17-1536-cn-plate3-47.raw,B:23,0.0000,0.467,53476.59146,0,0,0,0,0,0,1.776,24009.81913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.311,27856.21107,1.421,3299.13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,59267.82874,0,0,0,0,0,0
13624.18214,0,23773.54316,1.337543187,5.748911263,0,2017-Feb17-1536-CN-Plate3-48.Raw,2017-feb17-1536-cn-plate3-48.raw,B:24,0.0000,0.467,53207.85663,0,0,0,0,0,0,1.776,23773.54316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421,13624.18214,1.342,40572.80568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.430,57840.22920,0,0,0,0,0,0
75961.56644,67049.45161,23023.99852,1.042356705,25.79234273,21.84116224,2017-Feb17-1536-CN-Plate3-49.Raw,2017-feb17-1536-cn-plate3-49.raw,C:1,0.0000,0.468,18161.15904,1.010,14820.57962,1.241,1972.99969,1.397,75961.56644,1.777,23023.99852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870,67049.45161,0,0
64128.01810,74445.85758,23664.15268,1.042356705,21.1852936,23.59450345,2017-Feb17-1536-CN-Plate3-50.Raw,2017-feb17-1536-cn-plate3-50.raw,C:2,0.0000,0.466,24938.93337,1.007,16969.91655,0,0,1.396,64128.01810,1.776,23664.15268,0,0,1.268,3500.22336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,74445.85758,0,0
121528.04430,69830.69910,23169.23658,1.042356705,41.0055284,22.60455331,2017-Feb17-1536-CN-Plate3-51.Raw,2017-feb17-1536-cn-plate3-51.raw,C:3,0.0000,0.467,6039.12709,1.008,16927.19911,0,0,1.396,121528.04430,1.776,23169.23658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869,69830.69910,0,0
4789.99756,63876.82440,23889.42651,0.948682226,1.426630798,20.05390054,2017-Feb17-1536-CN-Plate3-52.Raw,2017-feb17-1536-cn-plate3-52.raw,C:4,0.0000,0.468,46730.99252,1.009,14623.55689,0,0,0,0,1.776,23889.42651,0,0,0,0,0,0,1.076,28690.75808,1.225,4789.99756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.869,63876.82440,0,0
